Date,WE_O3,AE_O3,WE_NO2,AE_NO2,Temp,RelHum,RefSt_O3
2023-07-10 11:00:00,436.58,441.75,427.08,436.83,33.7,55.13,70
2023-07-10 12:00:00,427.17,439,418.42,435,34.22,51.6,80
2023-07-10 13:00:00,427.83,438,421.58,433.83,33.45,53.34,81
2023-07-10 14:00:00,428.08,437.75,418.83,433.25,33.41,54.75,83
2023-07-10 15:00:00,426.58,436.17,417.33,429.67,33.98,53.54,85
2023-07-10 16:00:00,428.33,437.17,422.75,430.58,33.8,52.58,90
2023-07-10 17:00:00,435.42,438.42,431.58,430.33,33.16,52.23,86
2023-07-10 18:00:00,435.33,439.58,430.58,433.17,33.35,53.03,75
2023-07-10 19:00:00,441.67,439.92,437.25,432,32.81,51.79,70
2023-07-10 20:00:00,453,443.33,449.42,435.33,31.04,54.93,46
2023-07-10 21:00:00,464.58,445.42,452.33,437.33,29.95,58.47,14
2023-07-10 22:00:00,456,447.5,443.92,441,29.09,61.38,21
2023-07-10 23:00:00,460.92,449,445.33,443.25,28.28,63.74,8
2023-07-11 00:00:00,462.83,449.33,447.33,444.75,27.69,67.93,8
2023-07-11 01:00:00,455.33,450.5,441.42,445.17,27.12,68.88,27
2023-07-11 02:00:00,453,450.75,440.33,445.83,26.85,69.78,36
2023-07-11 03:00:00,450.42,450.5,436.92,445.75,26.75,70.42,36
2023-07-11 04:00:00,446.75,450.75,433.17,445.5,26.51,70.57,36
2023-07-11 05:00:00,447,451.17,429.42,446.08,26.22,71.46,33
2023-07-11 06:00:00,445.5,450.75,429.33,446.42,26.12,71.55,29
2023-07-11 07:00:00,440.83,450.42,416.83,445.58,26.59,69.87,24
2023-07-11 08:00:00,444.92,449.42,418.25,443.75,27.7,67.53,14
2023-07-11 09:00:00,436.83,448.42,407.5,443.17,30.74,63.44,20
2023-07-11 10:00:00,437.67,440.75,412.17,437.33,33.75,55.7,23
2023-07-11 11:00:00,438.33,442.42,430.25,438.33,33.63,56.13,62
2023-07-11 12:00:00,430.5,439.83,419.25,435.75,34.34,53.42,62
2023-07-11 13:00:00,439.42,440.75,430.58,436.25,33.2,57.46,54
2023-07-11 14:00:00,423.67,438.25,406.42,435.42,34.41,56.34,57
2023-07-11 15:00:00,424.5,437.25,407.08,432,34.92,55.02,54
2023-07-11 16:00:00,429.75,434.33,411.17,429.58,35.72,53.3,43
2023-07-11 17:00:00,449.75,439.08,436.5,432.67,34.21,56.33,21
2023-07-11 18:00:00,447.75,442.33,440.5,436.67,33.4,59.23,41
2023-07-11 19:00:00,456.5,444.42,448.67,437.92,32.24,60.78,29
2023-07-11 20:00:00,452,446.42,447.75,439.5,31.06,63.47,48
2023-07-11 21:00:00,453,447.67,442.75,439.83,30.25,65.35,33
2023-07-11 22:00:00,455.25,448.5,439.92,442.08,29.44,67.4,10
2023-07-11 23:00:00,457.33,449.75,442.25,443.67,28.61,70.72,11
2023-07-12 00:00:00,453.5,450.5,436.42,444.67,28.1,71.27,16
2023-07-12 01:00:00,449.17,450.92,439.42,445.5,27.76,74.25,49
2023-07-12 02:00:00,448.17,451.25,441.5,445.42,27.35,77.21,59
2023-07-12 03:00:00,442.75,451.25,433.58,445.25,27.29,78.17,58
2023-07-12 04:00:00,442.58,451,432.33,445.58,27.31,76.24,58
2023-07-12 05:00:00,443.17,451.08,431.75,445.25,26.66,78.06,54
2023-07-12 06:00:00,443.08,451.17,431,445.83,26.62,78.6,47
2023-07-12 07:00:00,444.92,451.42,429.17,445.67,26.69,79.23,38
2023-07-12 08:00:00,443.58,451.33,423.42,446.08,27.2,78.4,32
2023-07-12 09:00:00,437.33,449.42,414.92,443.08,29.54,72.31,38
2023-07-12 10:00:00,431.17,445.58,408.83,440.42,32.15,64.87,43
2023-07-12 11:00:00,428.83,443.67,408.83,439.08,32.97,61.25,50
2023-07-12 12:00:00,421.67,440.25,400.17,436.17,34.18,53.76,55
2023-07-12 13:00:00,425,437,409.5,432.17,33.17,53.66,66
2023-07-12 14:00:00,426.25,436.92,410,430.92,32.88,54.52,70
2023-07-12 15:00:00,437.75,440.42,431.42,432.67,31.61,55.3,77
2023-07-12 16:00:00,438.08,441.5,430.75,434.42,31.8,55.39,72
2023-07-12 17:00:00,439.17,441.67,433.92,432.92,31.16,55.49,75
2023-07-12 18:00:00,444.42,442.92,438.5,434.83,30.54,57.12,67
2023-07-12 19:00:00,446.83,444.67,439.5,435.58,29.6,58.74,61
2023-07-12 20:00:00,450.58,446.08,442.67,438.92,28.79,60.84,50
2023-07-12 21:00:00,448.25,446.83,438.33,440.33,28.41,61.58,49
2023-07-12 22:00:00,444.08,447.25,433,440.83,28.21,60.51,60
2023-07-12 23:00:00,443.25,447.08,433.08,440.92,27.72,60.68,64
2023-07-13 00:00:00,440.83,446.83,433.25,439.92,27.42,60.59,74
2023-07-13 01:00:00,442.08,447.33,435.58,440.33,27.01,61.13,73
2023-07-13 02:00:00,443.08,448,435.67,442.33,26.88,61.83,67
2023-07-13 03:00:00,444.25,447.5,435.42,441,26.71,62.67,59
2023-07-13 04:00:00,444.75,448.5,437.08,442.08,26.56,64.13,58
2023-07-13 05:00:00,445.75,448.92,437.83,442.67,26.14,66.18,61
2023-07-13 06:00:00,446.92,449.5,439.83,444.92,25.69,67.7,60
2023-07-13 07:00:00,446.67,450.5,435.25,445.08,25.75,68.05,50
2023-07-13 08:00:00,442.08,449.75,427.17,444.08,26.73,66.94,52
2023-07-13 09:00:00,438.42,449.58,424.92,443.5,28.19,65.47,59
2023-07-13 10:00:00,431.5,445.83,413.42,440.33,31.56,58.7,53
2023-07-13 11:00:00,430.58,441.92,413.58,438,33.83,54.06,55
2023-07-13 12:00:00,412.67,436.67,397.33,433.17,35.75,47.25,72
2023-07-13 13:00:00,410.17,433.34,393.46,429.62,35.76,44.2,70
2023-07-13 14:00:00,407.67,430,389.58,426.08,35.77,41.15,68
2023-07-13 15:00:00,411.58,429.5,400.92,423.42,36.11,39.73,70
2023-07-13 16:00:00,419.58,429.25,414.92,423.92,36.54,39.71,67
2023-07-13 17:00:00,442,433.42,445.33,425.25,34.81,43.26,65
2023-07-13 18:00:00,446.33,440.25,451.5,433.42,33.49,49,65
2023-07-13 19:00:00,450,442,452.17,433.92,32.23,51.13,63
2023-07-13 20:00:00,452.58,445.5,452.42,436.83,30.27,54.48,65
2023-07-13 21:00:00,450.92,447.5,448.5,439.42,29.25,56.99,62
2023-07-13 22:00:00,450.92,448.25,447.17,441,28.59,58.81,55
2023-07-13 23:00:00,450.42,448.75,443.58,442.58,27.98,60.55,51
2023-07-14 00:00:00,448.92,449.42,441.08,443.42,27.48,61.28,59
2023-07-14 01:00:00,443.58,448.92,433.83,443.17,27.56,60.91,63
2023-07-14 02:00:00,440.75,448.92,431.25,442.58,27.15,61.21,67
2023-07-14 03:00:00,440.75,448.33,430.33,442.5,27.03,61.02,65
2023-07-14 04:00:00,442.08,449,431,442.83,26.75,61.03,61
2023-07-14 05:00:00,444.42,448.92,434.58,442.75,26.25,62.22,61
2023-07-14 06:00:00,446,449.33,439.58,443.75,26.05,63.45,65
2023-07-14 07:00:00,447.25,450,436.58,444,26.2,64.09,56
2023-07-14 08:00:00,445.67,449.42,434.75,443.5,26.89,64,61
2023-07-14 09:00:00,441.58,450.5,429.83,443.92,29.06,62.54,63
2023-07-14 10:00:00,423.75,444.25,410.08,439.83,33.64,53.3,68
2023-07-14 11:00:00,417.92,438.58,405.33,435,36.18,48.21,68
2023-07-14 12:00:00,414.08,434.58,403.08,431.92,37.23,44.94,67
2023-07-14 13:00:00,416.67,431.92,410,429.25,36.58,45.02,73
2023-07-14 14:00:00,415.08,432.67,405,429.75,36.14,46.19,75
2023-07-14 15:00:00,414.33,430.33,408.33,424.83,37.02,44.95,79
2023-07-14 16:00:00,423,432.75,419.92,426.5,36.28,43.93,81
2023-07-14 17:00:00,434.75,435.17,437.67,427.08,34.44,45.29,84
2023-07-14 18:00:00,434.25,440.17,435.08,433.33,33.72,47.39,83
2023-07-14 19:00:00,439.67,440.5,440.08,432.17,32.99,46,82
2023-07-14 20:00:00,442.75,443.17,443,434.42,31.28,48.13,78
2023-07-14 21:00:00,445.5,444.83,444.58,435.5,30.05,50.03,75
2023-07-14 22:00:00,451,446.33,452.67,438,29.17,53.61,75
2023-07-14 23:00:00,452.33,448.17,454.92,441.58,28.08,57.33,79
2023-07-15 00:00:00,451.5,450.08,455.75,443.33,27.34,59.95,78
2023-07-15 01:00:00,450.25,450.25,450.67,444.17,27.14,61.97,73
2023-07-15 02:00:00,447.5,450.83,444.92,444.92,26.94,63.37,74
2023-07-15 03:00:00,446.08,450.5,442.92,444.75,26.83,64.51,72
2023-07-15 04:00:00,447.75,450.58,442.17,444.17,26.59,64.52,62
2023-07-15 05:00:00,449.5,451.08,440.42,445.33,26.23,66.05,53
2023-07-15 06:00:00,448.33,451.33,438,446.08,26.09,67.31,55
2023-07-15 07:00:00,445.92,451.25,433.75,445.92,26.71,67.55,57
2023-07-15 08:00:00,445.67,449.83,429.17,443.92,27.2,67.41,43
2023-07-15 09:00:00,436.67,452.33,420.83,446.5,29.47,65.05,55
2023-07-15 10:00:00,428.08,442.5,406.92,437.17,32.83,55.86,52
2023-07-15 11:00:00,423.83,443.08,412.92,438.08,33.9,54.96,76
2023-07-15 12:00:00,415,438.25,401.83,434.42,35.34,50.26,73
2023-07-15 13:00:00,408.75,433.83,396.67,430.83,36.31,48.77,72
2023-07-15 14:00:00,417.5,433.83,406.33,429.58,35.64,49.7,74
2023-07-15 15:00:00,414.75,432.75,405.75,427.42,36.65,48.65,80
2023-07-15 16:00:00,409.33,429.83,401.17,425.75,37.39,47.06,79
2023-07-15 17:00:00,432.83,432.5,436.83,424.33,35.99,47.41,84
2023-07-15 18:00:00,436.58,439.5,441.83,433,34.76,51.07,85
2023-07-15 19:00:00,440.17,440.17,444.58,432.42,33.75,50.83,83
2023-07-15 20:00:00,447.25,443.67,453.17,435.33,31.57,53.77,82
2023-07-15 21:00:00,450,446.67,453.67,438.42,29.88,57.28,79
2023-07-15 22:00:00,448.33,447.92,449.42,441.08,29.09,59.21,77
2023-07-15 23:00:00,447.25,448.83,446,442.75,28.42,61.18,75
2023-07-16 00:00:00,451.5,449.33,443.42,442.75,28.13,63.05,49
2023-07-16 01:00:00,448,449.83,446.83,444.08,27.81,67.24,76
2023-07-16 02:00:00,444,450.25,436.67,444.25,27.24,70.07,61
2023-07-16 03:00:00,441.42,450.42,426,444.08,26.78,68.54,44
2023-07-16 04:00:00,443.58,450.17,428.92,444.75,26.53,67.82,41
2023-07-16 05:00:00,444.08,450.83,429.42,445.58,26.04,70.28,44
2023-07-16 06:00:00,437.92,449.92,421.33,444.17,26.01,68.41,50
2023-07-16 07:00:00,436.33,449.17,418.92,443.67,25.87,65.76,55
2023-07-16 08:00:00,435.75,449.42,416.75,443.25,26.42,63.83,55
2023-07-16 09:00:00,431.75,447.17,412,440.08,27.37,59.82,60
2023-07-16 10:00:00,428.67,446.58,410.75,438.42,29.01,56.11,61
2023-07-16 11:00:00,424,442.25,405.5,435.58,32.05,49.61,60
2023-07-16 12:00:00,417.92,438.5,400,432.67,34.15,43.83,54
2023-07-16 13:00:00,421.42,435.83,409.42,430.58,33.26,43.85,66
2023-07-16 14:00:00,425.17,436.92,413.67,431.08,32.8,46.08,75
2023-07-16 15:00:00,426.5,437,413.75,429,33.17,45.53,64
2023-07-16 16:00:00,432.42,436.33,420.25,428.75,33.36,45.56,57
2023-07-16 17:00:00,445.33,439.08,440.42,429.92,31.72,48.46,59
2023-07-16 18:00:00,447.58,444,444.42,436,30.9,52.72,56
2023-07-16 19:00:00,446.58,444.5,442.58,435.75,30.79,53.2,64
2023-07-16 20:00:00,449.75,445.08,442.42,436.42,29.75,55.26,49
2023-07-16 21:00:00,448.08,447,441.42,440.08,28.59,57.79,53
2023-07-16 22:00:00,452.5,448.58,444.33,442.25,27.73,60.14,39
2023-07-16 23:00:00,448.67,449.5,440.58,443.67,27.17,62.84,51
2023-07-17 00:00:00,447.17,449.83,443.58,443.75,26.75,65.55,68
2023-07-17 01:00:00,446.25,450.33,441.17,444.83,26.39,67.19,65
2023-07-17 02:00:00,446,450.67,437.17,445.75,26.21,67.98,59
2023-07-17 03:00:00,443.42,449.92,428.67,444.92,26.22,66.36,38
2023-07-17 04:00:00,443.75,450.33,425.33,444.67,25.88,65.49,35
2023-07-17 05:00:00,441.5,449.75,422.83,445.25,25.79,65.83,36
2023-07-17 06:00:00,443.58,449.25,426.08,444.42,25.84,65.34,40
2023-07-17 07:00:00,448.5,450.33,435.33,445.08,25.83,67.4,38
2023-07-17 08:00:00,443.5,450.08,427.25,445.92,26.59,66.96,41
2023-07-17 09:00:00,433.25,449.25,412.42,442.92,28.5,62.56,50
2023-07-17 10:00:00,417.92,442.83,393.75,435.83,32.06,49.26,63
2023-07-17 11:00:00,429.92,440.67,416.17,433.75,32.77,45.7,71
2023-07-17 12:00:00,425.42,438.92,416.92,433.42,33.83,45.04,72
2023-07-17 13:00:00,419.25,434.33,408.58,429.33,33.71,43.22,77
2023-07-17 14:00:00,428.17,437.92,420.25,432.08,32.87,44.54,80
2023-07-17 15:00:00,423.92,435.83,414.92,428.83,33.3,43.47,79
2023-07-17 16:00:00,423.58,434.58,413,427.17,33.53,41.43,70
2023-07-17 17:00:00,440.67,438.17,434.92,430.58,32.54,43.36,60
2023-07-17 18:00:00,451.58,441.42,450,434.08,31.93,47.82,48
2023-07-17 19:00:00,450.17,441.75,444.58,434.75,32.02,49.87,39
2023-07-17 20:00:00,458.17,444.5,454.33,436.58,30.5,53.81,39
2023-07-17 21:00:00,461.33,447.25,451.75,440.17,29.31,57.53,23
2023-07-17 22:00:00,454.83,447.92,450.25,441.75,28.8,59.82,53
2023-07-17 23:00:00,451.42,449.42,453.58,443.42,27.7,63.19,75
2023-07-20 00:00:00,442.83,447.75,434.5,440.08,28.81,55.93,66
2023-07-20 01:00:00,440,447.08,431.67,440.25,28.64,55.61,71
2023-07-20 02:00:00,441.67,447.25,429.42,439.67,28.27,55.87,64
2023-07-20 03:00:00,442.08,446.92,431.08,440.75,27.93,56,59
2023-07-20 04:00:00,444.92,448.17,435.92,441.92,27.74,57.83,58
2023-07-20 05:00:00,446.42,448,431.25,441.75,27.68,58.43,39
2023-07-20 06:00:00,445.33,448.58,427.33,442.5,27.35,59.45,27
2023-07-20 07:00:00,447.58,448.67,431.42,442.25,27.25,59.94,35
2023-07-20 08:00:00,446.83,449,432.92,442.33,27.7,60.39,39
2023-07-20 09:00:00,439.83,448.33,426.5,442.25,29.85,58.44,53
2023-07-20 10:00:00,425.58,443.25,414.75,438.58,33.64,51.68,72
2023-07-20 11:00:00,419.92,438.25,413.42,434.17,35.91,46.19,86
2023-07-20 12:00:00,418.83,436,413.25,432.17,36.84,44.11,82
2023-07-20 13:00:00,409.5,431.25,407.08,428.08,37.04,41.05,93
2023-07-20 14:00:00,412.08,430.17,410.92,426.75,37.05,41.22,98
2023-07-20 15:00:00,415.33,429.25,414.67,423.83,37.12,40.52,96
2023-07-20 16:00:00,416.67,429.83,417.58,424.33,37.07,40.64,88
2023-07-20 17:00:00,431.17,432.67,428.67,424.33,35.35,38.81,77
2023-07-20 18:00:00,434.33,438.25,436.08,431.08,34.17,40.75,80
2023-07-20 19:00:00,443.25,439.08,448.25,431.42,33.21,42.42,76
2023-07-20 20:00:00,451.42,442.92,458,434.75,31.38,46.68,75
2023-07-20 21:00:00,453.83,446.33,462.75,437.58,29.79,52.21,79
2023-07-20 22:00:00,453,448.42,461,442.17,28.92,56.83,78
2023-07-20 23:00:00,450.75,449.58,451,443.83,28.5,57.47,70
2023-07-21 00:00:00,447.92,449.92,444.75,444.33,28.22,59.92,64
2023-07-21 01:00:00,442.75,450.25,433.83,444.42,27.96,59.12,62
2023-07-21 02:00:00,443,449,433.5,442.25,28.11,60.1,66
2023-07-21 03:00:00,443.67,449.33,440.33,443.25,27.9,62.51,83
2023-07-21 04:00:00,439.33,449.58,431.25,443.33,27.61,62.48,81
2023-07-21 05:00:00,435.08,448.33,424,442.25,27.71,58.84,79
2023-07-21 06:00:00,440.42,448,431.25,441.75,27.49,59.6,70
2023-07-21 07:00:00,447.5,448.75,441.75,443.08,27.23,63.12,66
2023-07-21 08:00:00,442.25,448.75,426.42,443.17,27.68,60.99,48
2023-07-21 09:00:00,437.25,448.42,423,441.17,29.25,58.76,54
2023-07-21 10:00:00,431.5,444.25,416.17,437.42,30.52,54.48,65
2023-07-21 11:00:00,427.33,443.5,412.75,437.17,32,51.82,70
2023-07-21 12:00:00,424.08,438.5,412.5,434.42,35.02,46.4,62
2023-07-21 13:00:00,409.92,433.33,402.67,430.83,36.53,44.1,71
2023-07-21 14:00:00,419.67,432.58,411.75,428,36.02,44.63,72
2023-07-21 15:00:00,418.42,432.17,412.58,426.25,36.06,44.5,74
2023-07-21 16:00:00,426.58,433.42,423.08,427.25,35.47,45.23,74
2023-07-21 17:00:00,442.5,437.17,442.33,428.17,33.5,46.61,70
2023-07-21 18:00:00,446.83,444.33,450.25,436.83,31.55,51.77,73
2023-07-21 19:00:00,448.58,445.17,449.42,435.83,30.09,53.36,71
2023-07-21 20:00:00,451.25,448,451.33,441.33,28.52,57.03,66
2023-07-21 21:00:00,448.08,448.92,445.75,442.5,27.7,58.88,65
2023-07-21 22:00:00,441.67,448.58,434.92,442.42,27.21,57.83,72
2023-07-21 23:00:00,440.5,448.83,433.92,443.42,26.97,56.07,77
2023-07-22 00:00:00,442.08,448.42,433.42,442.25,27.06,56.28,70
2023-07-22 01:00:00,441.17,448.42,431.42,442.17,27.06,56.48,64
2023-07-22 02:00:00,438.42,447.67,428.67,441.67,27.08,56.14,73
2023-07-22 03:00:00,438.33,447.75,427.58,441.58,26.58,55.63,72
2023-07-22 04:00:00,439.83,447.67,427.33,441.17,26.34,55.47,58
2023-07-22 05:00:00,444,448.5,432.75,442.17,26.33,56.12,55
2023-07-22 06:00:00,442.25,448.17,428.42,442.17,26.17,56.82,48
2023-07-22 07:00:00,441.58,448.17,426.33,442.58,26.19,56.69,45
2023-07-22 08:00:00,440.17,447.75,426.25,442,26.58,56.1,56
2023-07-22 09:00:00,438.17,448,426.33,440.25,28.41,54.76,63
2023-07-22 10:00:00,438.67,445,432.5,437.33,30.13,53.68,74
2023-07-22 11:00:00,436.42,445.42,429.92,437.58,30.08,53.75,82
2023-07-22 12:00:00,431.58,444.5,424.58,438.25,31.54,51.15,73
2023-07-22 13:00:00,422.33,439.67,413.42,434.08,32.96,46.82,80
2023-07-22 14:00:00,426.42,438.42,416.92,432.5,32.51,46.59,80
2023-07-22 15:00:00,424.67,436.33,411,429.17,33.09,44.97,68
2023-07-22 16:00:00,426.75,438.08,421.17,431.25,32.96,44.94,82
2023-07-22 17:00:00,434.67,438,431.83,429,32.42,44.12,85
2023-07-22 18:00:00,433.25,441.42,432,434.5,32.32,46.54,82
2023-07-22 19:00:00,440.42,441,440.17,432.42,31.78,46.63,82
2023-07-22 20:00:00,448.25,444.08,450.08,435.92,29.76,50.3,73
2023-07-22 21:00:00,449.58,446.92,448.17,440.08,28.62,53.44,68
2023-07-22 22:00:00,448.25,447.75,449.25,441.42,27.86,55.55,76
2023-07-22 23:00:00,447.08,448.33,447,442,27.56,56.52,79
2023-07-23 00:00:00,446.08,449.17,442.58,443.42,27.05,57.55,75
2023-07-23 01:00:00,448,450.33,442.92,444.75,26.51,59.47,68
2023-07-23 02:00:00,445,449.58,437.92,444.25,26.62,60.97,61
2023-07-23 03:00:00,445.67,449.75,438.58,443.83,26.29,61.79,61
2023-07-23 04:00:00,444.83,450.75,437.83,444.75,26.08,62.97,67
2023-07-23 05:00:00,441.92,449.83,432.33,444.75,26.28,62.81,63
2023-07-23 06:00:00,443.25,450.17,427.67,444.42,25.76,63.05,48
2023-07-23 07:00:00,442.83,450.58,432.25,445.5,25.8,63.47,57
2023-07-23 08:00:00,439.67,450.08,427.67,445,26.68,63.42,66
2023-07-23 09:00:00,435.92,449.25,420.42,443.33,29.05,60.56,57
2023-07-23 10:00:00,434.25,444.08,411.83,438.58,32.4,52.78,40
2023-07-23 11:00:00,431.75,440.83,413.42,436.42,34.39,48.55,44
2023-07-23 12:00:00,428.58,438.58,421.5,434.25,35.12,47.56,69
2023-07-23 13:00:00,432.5,438.67,429.25,434.08,34.01,49.87,79
2023-07-23 14:00:00,423.67,438.75,417.67,434.83,34.47,51.77,81
2023-07-23 15:00:00,413.42,433.33,404.58,428.58,35.94,49.19,83
2023-07-23 16:00:00,418.42,433.75,413.25,428.67,36.08,48.86,82
2023-07-23 17:00:00,428.67,436.08,425.33,428.75,34.94,47.39,81
2023-07-23 18:00:00,440.58,439.92,443.17,433,33.51,49.44,77
2023-07-23 19:00:00,445.25,442.33,447.67,435.25,32.46,52.46,73
2023-07-23 20:00:00,445.08,444.33,444.67,437.08,31.27,54.9,73
2023-07-23 21:00:00,447.33,446.33,449.25,438.33,29.85,58.08,79
2023-07-23 22:00:00,450.33,448.83,450.67,442.17,28.86,60.74,67
2023-07-23 23:00:00,447.42,449.42,440.75,443.67,28.44,62.02,58
2023-07-24 00:00:00,446.25,449.75,439.67,444.5,28.04,63.77,58
2023-07-24 01:00:00,447.33,450.25,440.33,445.08,27.62,65.22,57
2023-07-24 02:00:00,447.58,450.92,438,445.08,27.45,66.74,48
2023-07-24 03:00:00,440.92,450.75,429.42,445.42,27.08,67.82,46
2023-07-24 04:00:00,443.58,451.5,431,446.42,26.76,68.76,49
2023-07-24 05:00:00,438,450.5,420.25,445.5,27.04,67.4,48
2023-07-24 06:00:00,438.5,449.17,421.25,443.5,27.12,66.6,47
2023-07-24 07:00:00,441.5,449.17,424.58,443.17,27.22,66.23,46
2023-07-24 08:00:00,444.92,449,424.67,443.58,27.54,66.04,29
2023-07-24 09:00:00,440.83,449.08,419.67,443.17,28.62,64.39,40
2023-07-24 10:00:00,425.08,445.08,404.58,439.67,32.23,57.49,53
2023-07-24 11:00:00,431.42,439.75,411.42,435.17,34.04,52.06,42
2023-07-24 12:00:00,440.08,439.83,425.67,435.08,33.99,52.08,42
2023-07-24 13:00:00,439.08,437.92,440.5,432.08,33.21,54.34,85
2023-07-24 14:00:00,451.25,444.17,457,437,31.08,62.27,83
2023-07-24 15:00:00,445.33,446,444,438.75,30.56,63.36,78
2023-07-24 16:00:00,447.17,446.92,444.67,438.17,29.68,65.35,78
2023-07-24 17:00:00,444.25,447.83,438.83,439.67,29.24,65.76,73
2023-07-24 18:00:00,442.58,447.92,436,442,28.77,65.81,73
2023-07-24 19:00:00,440.75,447.75,433.42,440.08,28.45,65.05,74
2023-07-24 20:00:00,444.17,447.92,433.58,440.92,28,65.02,62
2023-07-24 21:00:00,443.67,448,434.58,441.67,27.59,65.13,71
2023-07-24 22:00:00,442.92,448,433.83,442.08,27.22,65.06,65
2023-07-24 23:00:00,445.42,448.5,431.5,442.17,27.21,64.33,44
2023-07-25 00:00:00,441.92,447.92,428.58,442.58,27.23,64.36,53
2023-07-25 01:00:00,441.25,448.08,430.5,441.42,27.02,64.66,61
2023-07-25 02:00:00,442,448.17,431.17,442.33,26.86,64.99,63
2023-07-25 03:00:00,442.92,448.42,432.92,442.17,26.58,66,59
2023-07-25 04:00:00,444.33,448.75,434.08,443.5,26.3,67.15,52
2023-07-25 05:00:00,441.92,449.42,428.33,443.83,26.28,67.94,46
2023-07-25 06:00:00,440.67,449.25,427.5,443.92,26.15,67.75,52
2023-07-25 07:00:00,426.33,447.33,399.25,441.42,25.92,61.39,50
2023-07-25 08:00:00,430.33,446.33,406.5,439.67,25.58,57.35,54
2023-07-25 09:00:00,429.5,447.5,410.17,440.25,27.78,54.17,56
2023-07-25 10:00:00,418.92,438.92,396.33,431.33,31.55,43.39,66
2023-07-25 11:00:00,415.92,438.75,401.67,432.58,34.17,38.97,68
2023-07-25 12:00:00,418,432.33,407.42,427.58,35.83,34.27,70
2023-07-25 13:00:00,408.5,430.17,404.5,426.75,35.61,34.63,82
2023-07-25 14:00:00,407.62,428.67,403.96,423.92,35.83,33.49,87.5
2023-07-25 15:00:00,406.75,427.17,403.42,421.08,36.05,32.35,93
2023-07-25 16:00:00,410.33,427.08,411.08,421,36.57,31.41,91
2023-07-25 17:00:00,423.5,429,423.58,421.17,35.74,30.76,85
2023-07-25 18:00:00,420.17,433.58,419.83,426.67,35.07,32.68,82
2023-07-25 19:00:00,420.92,433,418.17,424.75,34.54,29.28,86
2023-07-25 20:00:00,455.42,437.33,472.75,428.42,31.6,40.56,82
2023-07-25 21:00:00,454.5,443.12,467.58,435.5,29.14,48.36,79.5
2023-07-25 22:00:00,453.58,448.92,462.42,442.58,26.68,56.17,77
2023-07-25 23:00:00,447.42,449.58,449.08,444.42,26.14,56.48,77
2023-07-26 00:00:00,444.33,449.42,443.33,443.33,25.75,55.96,75
2023-07-26 01:00:00,446,450.25,442.17,444.33,24.57,58.18,70
2023-07-26 02:00:00,444.08,450.67,439.67,445.25,24.05,58.7,71
2023-07-26 03:00:00,439.17,450.33,430.75,445,24.45,56.15,69
2023-07-26 04:00:00,438,449.25,427.5,443.58,24.74,54.61,67
2023-07-26 05:00:00,439.42,449,428.25,442.83,24.47,54.18,62
2023-07-26 06:00:00,439.58,448.92,427.67,443.58,24.52,53.67,60
2023-07-26 07:00:00,439.75,448.42,424.25,442.92,23.86,52.7,52
2023-07-26 08:00:00,438.92,448.33,420.33,441.83,23.74,51.06,42
2023-07-26 09:00:00,438.42,448.17,421.25,441.58,24.49,50.22,47
2023-07-26 10:00:00,440.67,447.92,428.5,442.08,25.94,50.28,50
2023-07-26 11:00:00,440.67,446.25,428.17,439.67,27.45,49.77,55
2023-07-26 12:00:00,441.58,445.92,429.33,438.17,28.68,48.63,55
2023-07-26 13:00:00,439.42,442.67,426.83,434.75,28.48,48.39,63
2023-07-26 14:00:00,441.92,446.42,435.75,439.08,27.52,51.26,69
2023-07-26 15:00:00,441.58,445.42,432,438.17,27.88,51.73,65
2023-07-26 16:00:00,442.42,447,434.75,440.25,27.92,53.21,64
2023-07-26 17:00:00,442.42,445.33,433.25,438,28.26,53.23,59
2023-07-26 18:00:00,448.42,447.67,440.92,440.58,27.33,55.96,54
2023-07-26 19:00:00,450.83,448,440.5,441.58,26.96,57.76,39
2023-07-26 20:00:00,448.5,448.17,440.33,442.17,26.74,59.02,53
2023-07-26 21:00:00,448.83,449,442.08,443.33,26.32,60.83,54
2023-07-26 22:00:00,447.67,449.17,437.42,444.25,26.3,60.98,45
2023-07-26 23:00:00,447.17,449.08,435,444,26.45,60.99,44
2023-07-27 00:00:00,446.17,449.25,438.25,444,26,62.05,58
2023-07-27 01:00:00,445.17,449.25,434.5,444.33,25.75,63.01,53
2023-07-27 02:00:00,445.67,449.25,432.92,443.58,25.18,62.98,48
2023-07-27 03:00:00,448.67,450.42,434.83,445.75,24.22,64.05,32
2023-07-27 04:00:00,445.58,451.25,429.5,445.67,24.11,64.81,30
2023-07-27 05:00:00,445.17,450.5,428.83,445.25,24.1,64.73,34
2023-07-27 06:00:00,445.42,449.75,428.25,445.08,23.76,65.1,35
2023-07-27 07:00:00,449.17,451.67,432.33,446.83,23.56,65.89,26
2023-07-27 08:00:00,443.83,451,429.67,446.92,24.51,65.5,52
2023-07-27 09:00:00,439.25,450.58,423.17,445.83,26.95,63.15,51
2023-07-27 10:00:00,430.08,445.5,413.5,439.5,30.76,56.66,62
2023-07-27 11:00:00,433.58,441.17,415.5,434.92,31.41,54.21,55
2023-07-27 12:00:00,442.08,446.5,432.17,439.42,30.24,57.62,58
2023-07-27 13:00:00,422,440.58,409.58,437.08,33.24,53.66,66
2023-07-27 14:00:00,433.33,437.17,423.42,431.83,33.16,53.03,66
