Date,WE_O3,AE_O3,WE_NO2,AE_NO2,Temp,RelHum,RefSt_O3
2023-06-04 00:00:00,455.58,451.83,449.58,445.33,21.47,69.58,54
2023-06-04 01:00:00,452.92,452.75,448.75,446.25,21.17,71.98,64
2023-06-04 02:00:00,453.5,452.58,444.92,447,21.03,71.65,56
2023-06-04 03:00:00,450.75,452.25,437.58,446.5,21.1,70.75,43
2023-06-04 04:00:00,448.58,451.5,433.33,445.5,20.79,69.68,34
2023-06-04 05:00:00,448.42,452.67,434.58,447.17,19.89,71.44,38
2023-06-04 06:00:00,448.58,453.08,438.58,447.42,19.4,72.17,44
2023-06-04 07:00:00,448.92,453.58,437.58,448.33,19.52,72.33,42
2023-06-04 08:00:00,446.42,453,433.33,447.83,20.42,72.26,51
2023-06-04 09:00:00,439.67,453.25,429.08,447.58,23.26,68.47,70
2023-06-04 10:00:00,434.92,447.42,422.58,440.92,26.04,58.89,79
2023-06-04 11:00:00,438.33,447.92,433.58,440.75,25.84,60.14,93
2023-06-04 12:00:00,430.5,446,420.33,437.75,27.85,54.88,94
2023-06-04 13:00:00,428.42,441.58,415.25,432.75,28.12,53.39,94
2023-06-04 14:00:00,433.33,442.17,416.75,431.58,28.24,54.08,91
2023-06-04 15:00:00,442.58,440.25,439.75,429.92,26.47,54.4,99
2023-06-04 16:00:00,447.67,446,452.08,437.58,24.81,58.66,95
2023-06-04 17:00:00,448.42,448.75,454.75,442.33,23.82,61.47,102
2023-06-04 18:00:00,446.92,445.58,441.75,437.67,24.85,59.87,77
2023-06-04 19:00:00,450.42,447.58,451.75,441.25,23.5,61.77,88
2023-06-04 20:00:00,452.33,448.67,453.08,442.08,22.99,63.93,77
2023-06-04 21:00:00,456.17,449.5,449.75,444.5,22.77,65.18,56
2023-06-04 22:00:00,454.75,450.42,447.83,445.25,22.1,65.41,57
2023-06-04 23:00:00,452.33,451.42,448.17,445.58,21.45,66.68,70
2023-06-05 00:00:00,450.25,451.58,447.25,446.5,21.1,67.34,77
2023-06-05 01:00:00,450.5,451.83,446,447.17,20.63,68.32,73
2023-06-05 02:00:00,449.17,452,444.67,446.33,20.34,68.43,70
2023-06-05 03:00:00,448.42,452,438.58,447.08,20.1,68.46,60
2023-06-05 04:00:00,450.17,451.83,437.67,446.83,19.93,67.88,49
2023-06-05 05:00:00,452.75,452.5,439.67,446.92,19.42,68.9,45
2023-06-05 06:00:00,450.75,453,443.08,447.33,19.24,70.07,59
2023-06-05 07:00:00,450.25,453.58,439.17,447.83,19.74,71.22,49
2023-06-05 08:00:00,451.08,452.75,437.25,446.42,20.72,70.87,40
2023-06-05 09:00:00,450,453.33,429.67,448,23.69,67.42,26
2023-06-05 10:00:00,440.67,446,410,439.67,29.07,55.7,20
2023-06-05 11:00:00,443.17,443.75,418.25,436.83,29.58,50.64,37
2023-06-05 12:00:00,442.58,442.5,423.17,433.58,29.55,48.26,57
2023-06-05 13:00:00,432.5,441.67,424.17,432,29.02,49.81,94
2023-06-05 14:00:00,426.58,439.67,411.58,430.58,30.36,49.57,102
2023-06-05 15:00:00,429.12,439.62,417.29,430.04,30.46,49.06,98
2023-06-05 16:00:00,431.67,439.58,423,429.5,30.56,48.55,94
2023-06-05 17:00:00,440.58,440.17,434.75,428.25,29.69,49.15,87
2023-06-05 18:00:00,441.25,442.58,437.33,431.25,28.92,50.65,86
2023-06-05 19:00:00,446.75,443.67,448.42,434.67,27.22,51.44,84
2023-06-05 20:00:00,450.83,446.58,452.83,439.5,25.42,54.58,78
2023-06-05 21:00:00,452.5,448.08,456.08,441.83,23.95,57.65,77
2023-06-05 22:00:00,449.17,449.17,446.42,443.5,23.47,58.6,74
2023-06-05 23:00:00,445.17,449.08,443.67,443.33,23.16,58.23,80
2023-06-07 00:00:00,450.92,451.33,454.42,446.17,22.94,61.91,88
2023-06-07 01:00:00,449.08,451.83,450,446.67,22.72,62.61,87
2023-06-07 02:00:00,449.83,452.17,447.42,447,21.95,63.34,80
2023-06-07 03:00:00,449.67,453.08,446.25,446.83,21.6,63.23,78
2023-06-07 04:00:00,448.25,452.33,444.92,446.42,21.64,63.31,83
2023-06-07 05:00:00,450.58,452.83,446.75,447.42,20.98,64.73,83
2023-06-07 06:00:00,450.58,453.33,447.25,447.75,20.75,65.5,78
2023-06-07 07:00:00,450.33,453.58,448.08,447.83,21.24,66.11,85
2023-06-07 08:00:00,451.58,452.58,446.42,448.08,22.34,66.1,75
2023-06-07 09:00:00,451.5,450.83,440,445.5,23.3,64.6,51
2023-06-07 10:00:00,454.08,450.75,440.58,445,24.54,63.59,46
2023-06-07 11:00:00,445.33,449.67,425.92,443.42,27.21,59.22,51
2023-06-07 12:00:00,440.67,443.92,422.67,436.5,28.5,52.66,64
2023-06-07 13:00:00,440,444.83,424.5,436.92,28.23,54.51,67
2023-06-07 14:00:00,441.17,443.67,422.83,433.5,28.57,54.37,62
2023-06-07 15:00:00,443.17,444.08,428.58,433.25,28.83,53.91,68
2023-06-07 16:00:00,439.5,442.67,425.5,432.58,28.91,52.3,69
2023-06-07 17:00:00,445.17,444.5,435.08,435.25,27.85,53.53,58
2023-06-07 18:00:00,447.08,444.67,436.5,437,27.39,54.31,61
2023-06-07 19:00:00,448.5,446.17,441,438.92,26.29,55.48,63
2023-06-07 20:00:00,448.83,446.83,443.67,440.58,25.34,57.41,68
2023-06-07 21:00:00,448.67,448.5,442.83,442.08,24.33,58.99,66
2023-06-07 22:00:00,448.33,448.58,441.08,442.67,23.81,59.75,61
2023-06-07 23:00:00,447.75,449.25,438.58,444.08,23.35,61.24,57
2023-06-09 00:00:00,452.42,451.75,441.5,447.08,23.15,63.26,46
2023-06-09 01:00:00,455.5,451.67,443.33,446.83,23.14,64.26,30
2023-06-09 02:00:00,452.83,451.67,440.58,447.17,23.09,66.61,38
2023-06-09 03:00:00,455.17,451.92,440.33,447.25,23.1,67.07,31
2023-06-09 04:00:00,449.25,452.08,439,446.83,23.12,67.3,56
2023-06-09 05:00:00,448.42,451.17,437.25,446.33,22.98,67.46,54
2023-06-09 06:00:00,451.67,451.83,438.33,447.58,22.88,68.76,37
2023-06-09 07:00:00,458.5,452.5,442.83,447.92,22.99,70.21,26
2023-06-09 08:00:00,452.58,451.83,439.08,447,23.3,70,41
2023-06-09 09:00:00,447.25,451.67,430.08,446.33,23.92,67.93,45
2023-06-09 10:00:00,432,449.75,415.08,443.17,27.67,61.17,70
2023-06-09 11:00:00,435.25,444.17,418.58,436.67,28.83,56.14,75
2023-06-09 12:00:00,435.58,444.42,420.83,435.92,30.04,54.68,73
2023-06-09 13:00:00,432.58,441.5,418.58,432.72,30.9,52.55,77
2023-06-09 14:00:00,429.58,438.59,416.33,429.53,31.75,50.41,81
2023-06-09 15:00:00,426.58,435.67,414.08,426.33,32.61,48.28,85
2023-06-09 16:00:00,431.83,436.92,423.83,428.08,32.6,48.59,83
2023-06-09 17:00:00,440.17,439.17,437.83,428.83,31.4,50.16,83
2023-06-09 18:00:00,440.33,441.83,436.5,432.67,31.01,52.58,79
2023-06-09 19:00:00,443.92,442.5,442.08,431.67,29.83,51.07,81
2023-06-09 20:00:00,452.33,446.17,457.08,438.08,27.67,55.23,80
2023-06-09 21:00:00,452.17,448.17,456.83,441.5,26.06,58.66,81
2023-06-09 22:00:00,454.67,449.67,456.92,443.33,24.95,61.41,76
2023-06-09 23:00:00,452.25,451.08,449.67,444.75,23.8,63.02,65
2023-06-10 00:00:00,450.83,450.67,440,444.67,23.73,62.72,49
2023-06-10 01:00:00,446.67,450.42,435.83,443.5,23.78,62.52,59
2023-06-10 02:00:00,446.33,450.08,434.67,444,23.7,62.72,52
2023-06-10 03:00:00,446,449.75,432.33,444.17,23.58,63.37,47
2023-06-10 04:00:00,447.67,450.25,434.25,444.92,23.35,63.16,45
2023-06-10 05:00:00,446.08,450.42,434.42,445.75,22.95,64.73,47
2023-06-10 06:00:00,447.58,450.67,432.92,445.42,22.71,64.8,44
2023-06-10 07:00:00,447.67,451.67,433.42,446.58,22.91,65.02,49
2023-06-10 08:00:00,446.92,450.5,432.08,445.83,23.41,64.09,41
2023-06-10 09:00:00,438,449.83,416.67,443.25,27.67,58.84,43
2023-06-10 10:00:00,431.33,444.42,420.17,437.42,29.72,50.97,84
2023-06-10 11:00:00,431.83,444.33,424.17,435.42,29.83,50.16,96
2023-06-10 12:00:00,433.67,442.42,430.33,432.92,29.96,49.65,100
2023-06-10 13:00:00,438.33,442.58,437.17,433.67,29.07,54.96,101
2023-06-10 14:00:00,441.08,443.17,438,433.5,28.74,57.06,99
2023-06-10 15:00:00,439,443.83,437.5,433.92,28.9,57.47,103
2023-06-10 16:00:00,441.25,445.17,440,435.5,28.73,58.35,103
2023-06-10 17:00:00,444.25,445.67,445.33,435.92,28.12,59.77,103
2023-06-10 18:00:00,442.58,446,439.58,436.42,28.37,59.79,97
2023-06-10 19:00:00,443.92,446,443.33,437.58,27.73,58.48,95
2023-06-10 20:00:00,451.08,446.75,451.33,439.42,26.81,59.95,83
2023-06-10 21:00:00,447.33,448.17,443.42,441.33,25.7,60.23,74
2023-06-10 22:00:00,446.17,447.5,434.67,441.17,25.43,58.22,67
2023-06-10 23:00:00,449.58,448.08,437.08,442.17,24.72,59.1,49
2023-06-11 00:00:00,453.92,448.58,439.08,442.75,24.05,60.5,33
2023-06-11 01:00:00,454.42,449.5,439.25,443.67,23.71,62.25,29
2023-06-11 02:00:00,451.58,449.33,433.25,444.67,23.53,62.74,23
2023-06-11 03:00:00,449.17,449.17,429.17,444.17,23.5,62.47,18
2023-06-11 04:00:00,446.17,449.5,427.83,444.58,23.41,61.91,36
2023-06-11 05:00:00,446.08,448.83,426.42,443.5,23.23,62.03,28
2023-06-11 06:00:00,447.5,449.67,427.83,444.5,23.06,62.46,29
2023-06-11 07:00:00,443.33,450,424.75,444.67,23.29,61.61,42
2023-06-11 08:00:00,440.92,449.08,422.25,443.33,24.31,59.92,48
2023-06-11 09:00:00,428.33,446.5,410.33,439,28.51,53.36,69
2023-06-11 10:00:00,425.29,442.29,410.83,434.42,30.48,47.1,80.5
2023-06-11 11:00:00,422.25,438.08,411.33,429.83,32.44,40.85,92
2023-06-11 12:00:00,423.67,436.83,412.83,429.08,32.63,41.59,85
2023-06-11 13:00:00,428.75,436,417.33,427,32.14,41.26,82
2023-06-11 14:00:00,429.25,438.83,417.58,429.92,31.83,41.73,78
2023-06-11 15:00:00,423.08,436.5,408.42,427,33.13,40.35,76
2023-06-11 16:00:00,420.83,433.5,409.08,424.17,33.92,38.94,82
2023-06-11 17:00:00,432.67,435.08,422.92,425,33.03,38.72,81
2023-06-11 18:00:00,436.08,438.92,436.58,429.17,31.65,40.56,88
2023-06-11 19:00:00,437.42,440.42,433.92,430.5,30.73,41.06,81
2023-06-11 20:00:00,444.33,442,443.67,432.08,29.48,42.71,80
2023-06-11 21:00:00,451.75,444.17,454.5,436.5,27.11,47.29,81
2023-06-11 22:00:00,454.5,447.42,459.58,441.17,25.48,50.27,79
2023-06-11 23:00:00,451.08,449.17,449.75,443.17,23.81,52.68,72
2023-06-12 00:00:00,447.25,449.58,442.33,443.67,23.68,52.08,71
2023-06-12 01:00:00,443.75,448.58,438.5,442.92,23.53,51.61,79
2023-06-12 02:00:00,444.33,449.08,436.33,443.33,23.33,51.62,73
2023-06-12 03:00:00,441,448.67,438.08,443.25,23.41,50.61,96
2023-06-12 04:00:00,444.25,448.33,437.83,442.92,23.24,50.35,77
2023-06-12 05:00:00,445.08,448.33,435.58,443.33,23.01,51.29,67
2023-06-12 06:00:00,444,449.25,437.33,444.17,22.89,51.9,72
2023-06-12 07:00:00,448.33,449.25,437.5,444,23.06,51.85,50
2023-06-12 08:00:00,444.33,449,436.33,443.58,23.66,50.83,74
2023-06-12 09:00:00,432.58,447.5,420.33,440.75,28.77,45.42,66
2023-06-12 10:00:00,427,439.08,409.75,431.58,32.64,37,68
2023-06-12 11:00:00,435.33,439.42,430.92,431,31.68,37.81,89
2023-06-12 12:00:00,439.58,441.92,442.42,432.92,30.28,41.75,102
2023-06-12 13:00:00,432.5,440.75,435.75,432.67,30.35,41.75,112
2023-06-12 14:00:00,427.92,437.5,421.42,430.08,31.36,39.26,113
2023-06-12 15:00:00,428.83,435.5,430.92,426.08,32.14,37.39,120
2023-06-12 16:00:00,442.08,437.67,445.92,427.83,31.3,38.49,107
2023-06-12 17:00:00,444.33,441.17,449.33,432.17,30.64,40.95,99
2023-06-12 18:00:00,445.5,442.08,446.75,432.75,30.29,42.5,88
2023-06-12 19:00:00,440.83,442.25,439.5,432.42,29.83,42.13,98
2023-06-12 20:00:00,442.33,443.33,441.58,434.83,28.78,41.94,92
2023-06-12 21:00:00,447.25,445,444.17,436.92,27.98,43.15,83
2023-06-12 22:00:00,447.5,445.17,441.83,438.42,27.37,43.83,71
2023-06-12 23:00:00,452,446.67,442.58,440.08,26.6,46.17,46
2023-06-13 00:00:00,457.92,447.83,455.67,441,25.81,50.81,56
2023-06-13 01:00:00,458.92,450.08,455.83,444.75,24.54,54.83,47
2023-06-13 02:00:00,456.92,451.08,456.67,445.83,23.74,61.12,59
2023-06-13 03:00:00,455.25,452.75,459.08,448.42,23.63,63.01,73
2023-06-13 04:00:00,452,452.75,455.5,447.25,23.68,64.78,85
2023-06-13 05:00:00,449.25,452,447.75,447.25,23.48,65.12,80
2023-06-13 06:00:00,448.92,452.58,438,448.33,23.27,64.67,48
2023-06-13 07:00:00,447.42,452.08,433.08,448.08,23.42,63.75,48
2023-06-13 08:00:00,445.92,451.67,431.33,447,23.79,63.23,51
2023-06-13 09:00:00,442,449.33,423.33,444.08,24.31,60.82,49
2023-06-13 10:00:00,441.58,449.42,425,443.58,24.88,59,53
2023-06-13 11:00:00,440.58,449.33,424.5,442.83,25.78,57.27,58
2023-06-13 12:00:00,444.5,445.33,432.33,439.25,27.92,54.83,71
2023-06-13 13:00:00,444.92,445,445.92,437.5,28.25,58.98,100
2023-06-13 14:00:00,454.5,446.17,459.5,439.25,26.82,62.59,102
2023-06-13 15:00:00,455,449.5,460.5,442.58,25.56,66.79,94
2023-06-13 16:00:00,453.5,450,455.58,445,25.05,66.39,92
2023-06-13 17:00:00,445.83,447.92,439.67,441.83,23.8,60.79,86
2023-06-13 18:00:00,450.08,450,445.75,444.92,23.32,60.92,83
2023-06-13 19:00:00,446.08,448,439,441,23.58,58.83,86
2023-06-13 20:00:00,450.83,448.17,444.58,442.5,23.3,58.78,76
2023-06-13 21:00:00,447.5,448.42,443.58,442.92,23.22,58.56,85
2023-06-13 22:00:00,448.17,448.17,440.08,443.42,23.18,58.28,77
2023-06-13 23:00:00,447.33,448.83,442.33,443.92,23.02,58.9,83
2023-06-14 00:00:00,445.83,448.75,443.92,443.5,22.87,58.95,94
2023-06-14 01:00:00,447.83,448.83,444.25,443.25,22.35,59.89,83
2023-06-14 02:00:00,450.5,450.25,439.67,444.5,21.28,62.11,50
2023-06-14 03:00:00,447.75,451.83,441.25,446.58,20.75,62.56,67
2023-06-14 04:00:00,446.42,451.42,439.58,446.17,20.86,61.47,78
2023-06-14 05:00:00,448.58,451,437.83,445.25,20.64,61.28,64
2023-06-14 06:00:00,449.67,451.58,438.08,445.5,20.76,61.4,60
2023-06-14 07:00:00,452.42,450.83,438.67,445.33,21.56,60.92,44
2023-06-14 08:00:00,448.75,449.75,433.17,445.08,22.8,59.81,51
2023-06-14 09:00:00,442.92,448.83,430.08,442.92,23.4,57.59,69
2023-06-14 10:00:00,437.5,448.5,426.75,442.5,25.81,53.79,78
2023-06-14 11:00:00,425.42,442.83,413.67,434.67,29.83,46.03,98
2023-06-14 12:00:00,420.92,438.58,410.5,432.08,32.1,41.72,86
2023-06-14 13:00:00,418.58,433.33,408.42,428.25,33.43,39.8,98
2023-06-14 14:00:00,417.42,431.08,411.08,424.42,33.93,39.33,111
2023-06-14 15:00:00,434.17,431.83,434.83,422.17,32.8,39.13,111
2023-06-14 16:00:00,428.58,435.92,428.83,428.42,33.33,40.27,106
2023-06-14 17:00:00,433.17,433,428.58,423,33.21,38.21,95
2023-06-14 18:00:00,443.33,437.67,443.58,428.5,31.95,39.93,96
2023-06-14 19:00:00,447.92,441.33,453.58,430.92,30.3,41.6,90
2023-06-14 20:00:00,452.83,443.92,458.17,435.75,28.57,45.11,87
2023-06-14 21:00:00,452,446.83,458,439.83,26.95,48.47,87
2023-06-14 22:00:00,453.83,448.58,457.67,442.17,26.09,51.72,79
2023-06-14 23:00:00,451.33,449.17,450.58,442.42,25.53,53.61,75
2023-06-15 00:00:00,449.92,449.42,445.92,443.5,24.79,54.78,73
2023-06-15 01:00:00,445.58,450.17,440.17,444.25,23.73,54.97,75
2023-06-15 02:00:00,445,450.08,438.42,444.75,23.58,54.64,71
2023-06-15 03:00:00,448.33,449.5,438.92,444.42,23.34,55.19,59
2023-06-15 04:00:00,450.5,450.5,444.83,445.5,23.18,56.75,71
2023-06-15 05:00:00,451.58,451.58,441.83,446.83,23,59.26,53
2023-06-15 06:00:00,448.08,450.92,434.75,446.33,22.95,59.16,47
2023-06-15 07:00:00,446.42,451.58,431.92,445.92,23.18,58.56,51
2023-06-15 08:00:00,443.25,449.75,427.42,444.25,24.68,56.03,57
2023-06-15 09:00:00,434.42,447.17,421.58,440.67,28.13,49.92,82
2023-06-15 10:00:00,432.58,442.08,417.5,434.25,31.34,43.11,71
2023-06-15 11:00:00,443.08,442.5,434.75,434.17,30.88,44.85,82
2023-06-15 12:00:00,437.92,439.58,436.83,433.75,32.3,41.72,96
2023-06-15 13:00:00,425.5,435.92,419.75,431.17,33.13,41.41,96
2023-06-15 14:00:00,414.83,431.17,401,425.08,34.25,38.86,106
2023-06-15 15:00:00,415.92,430.58,412.08,422.5,34.77,37.33,110
2023-06-15 16:00:00,423.25,432,424.5,424.33,34.74,37.77,106
2023-06-15 17:00:00,430,433.92,430.67,424.58,33.88,37.22,103
2023-06-15 18:00:00,435.42,436.42,437.17,428.08,33.6,38.22,99
2023-06-15 19:00:00,443.75,439.25,446.42,429.67,32.2,39,91
2023-06-15 20:00:00,451.33,442.67,453.75,432.92,30.04,41.47,86
2023-06-15 21:00:00,446.92,444.75,448.67,437.08,28.21,42.88,95
2023-06-15 22:00:00,449.67,446.92,454.67,439.5,26.83,44.57,97
2023-06-15 23:00:00,453.92,448,458.58,441.92,25.69,47.61,91
2023-06-17 00:00:00,453.08,451.58,458.42,446.75,24.94,55.21,91
2023-06-17 01:00:00,453.42,452.67,459.33,447.58,24.08,57.65,92
2023-06-17 02:00:00,455.75,452.92,460.58,448.08,23.68,60.62,89
2023-06-17 03:00:00,454.67,453.92,459.33,449.17,23.52,63.38,94
2023-06-17 04:00:00,451,453.5,452.25,448.25,23.44,63.73,89
2023-06-17 05:00:00,447.67,453.33,445.58,448.42,23.18,64.5,90
2023-06-17 06:00:00,447.92,452.92,442.25,448.67,23.08,64.41,86
2023-06-17 07:00:00,449,452.92,448.08,448.17,23.13,63.83,96
2023-06-17 08:00:00,450.25,453.67,446,449.33,23.74,63.67,77
2023-06-17 09:00:00,439.08,450.75,422.42,445.42,28.36,56.41,79
2023-06-17 10:00:00,432.25,445.5,417.67,438.67,31.56,48.43,87
2023-06-17 11:00:00,420.67,441.25,414.92,435.83,33.93,44.06,112
2023-06-17 12:00:00,411.84,435.04,407.3,429.7,34.74,39.07,116.5
2023-06-17 13:00:00,403,428.83,399.67,423.58,35.54,34.08,121
2023-06-17 14:00:00,406.25,428.33,404.58,422,35.38,33.98,121
2023-06-17 15:00:00,412.83,427.33,420.92,419.75,35.88,33.83,120
2023-06-17 16:00:00,421.83,430.42,431.33,423.33,35.75,36.22,115
2023-06-17 17:00:00,429.17,433.33,438.83,424.08,34.34,36.15,120
2023-06-17 18:00:00,434.25,438.42,444.83,429.92,33.04,37.07,114
2023-06-17 19:00:00,437.08,439.42,446.17,430.5,32.19,36.46,114
2023-06-17 20:00:00,449.58,442.08,459.5,433.25,30.31,39.69,100
2023-06-17 21:00:00,456.42,446,468.25,438.42,28.38,44.51,95
2023-06-17 22:00:00,456.58,448.67,468.5,442.58,27.12,48.29,101
2023-06-17 23:00:00,455.5,450,462.75,444.5,26.21,51.16,91
2023-06-20 00:00:00,446.6,452.86,439.06,451.85,23.82,59.15,72.38
2023-06-20 01:00:00,446.42,452.92,438.58,452,23.77,59.31,72
2023-06-20 02:00:00,448.33,452.67,441.83,450.58,23.67,58.17,72
2023-06-20 03:00:00,448.33,452.42,442.29,450.66,23.5,58.32,77.5
2023-06-20 04:00:00,448.33,452.17,442.75,450.75,23.34,58.48,83
2023-06-20 05:00:00,448.75,451.92,441.67,449.5,23.14,58.77,75
2023-06-20 06:00:00,449.33,452.08,444.08,450.58,23.06,59.35,78
2023-06-20 07:00:00,451.33,452.17,443.58,450.08,23.22,59.65,71
2023-06-20 08:00:00,452.67,452.33,446,449.75,23.52,59.81,68
2023-06-20 09:00:00,450.17,451.83,439,449.17,25.27,58.66,60
2023-06-20 10:00:00,444.58,449.25,427.42,446.58,27.07,54.96,56
2023-06-20 11:00:00,448.25,447.67,424.83,443.92,28.45,52.1,37
2023-06-20 12:00:00,449,444.5,434.08,439.75,28.83,49.32,66
2023-06-20 13:00:00,450.25,446.67,448.83,442,28.33,52.7,98
2023-06-20 14:00:00,441.08,447.67,442.5,444.17,29.33,52.71,111
2023-06-20 15:00:00,431.08,442.08,428.25,439.42,31.34,49.01,112
2023-06-20 16:00:00,440,441.42,436.42,438.83,32.25,47.71,100
2023-06-20 17:00:00,449.17,439.5,441.33,436.33,32.76,46.84,76
2023-06-20 18:00:00,443.17,441.33,441.25,437.42,32.86,47.36,83
2023-06-20 19:00:00,448.83,440.75,450,434.42,31.98,46.79,87
2023-06-20 20:00:00,465.5,446.42,477.67,439.75,28.76,54.34,96
2023-06-20 21:00:00,460.17,449.5,473.33,445.58,26.78,60.74,96
2023-06-20 22:00:00,457.67,451.75,466.25,447.33,25.71,63.94,91
2023-06-20 23:00:00,451.17,451.92,452.75,446.83,25.26,63.88,83
2023-06-21 00:00:00,448.08,451.75,444.25,447.08,25.18,63.01,76
2023-06-21 01:00:00,445.25,451,439.08,446.75,25.25,61.89,80
2023-06-21 02:00:00,446.67,451.5,437.83,447.08,25.32,62.2,77
2023-06-21 03:00:00,445.17,449.83,436.5,445.42,25.58,63.16,73
2023-06-21 04:00:00,453.33,451.08,452.42,446.92,24.55,68.86,80
2023-06-21 05:00:00,450.25,452.5,444.25,449.08,23.63,71.22,65
2023-06-21 06:00:00,447.92,452.5,433,448.83,23.59,68.78,45
2023-06-21 07:00:00,451.33,452.83,436.67,449.42,23.67,68.14,41
2023-06-21 08:00:00,452.17,452.33,433.92,448.75,24.61,67.86,27
2023-06-21 09:00:00,442.33,451.83,419.67,448.83,27.52,64.08,40
2023-06-21 10:00:00,437.67,446.58,419.42,442,30.25,56.7,65
2023-06-21 11:00:00,435.08,444.08,424.17,439.5,31.12,54.05,87
2023-06-21 12:00:00,441.42,444.5,438.67,438.58,30.35,56.19,101
2023-06-21 13:00:00,442.08,445.17,443.92,439.92,30.13,57.08,108
2023-06-21 14:00:00,443.08,443.67,440.92,437.67,30.44,56.82,104
2023-06-21 15:00:00,445.58,445.92,446.33,439.33,30.01,57.89,99
2023-06-21 16:00:00,441.75,444.42,438.58,438.67,30.39,57.9,98
2023-06-21 17:00:00,445.58,445.42,443.5,438.33,29.83,59.34,97
2023-06-21 18:00:00,447.92,446.08,446.08,438.75,29.63,60.35,90
2023-06-21 19:00:00,452.08,447.25,453.42,440.08,28.82,60.92,89
2023-06-21 20:00:00,451.42,448,454.67,442.25,27.73,62.59,90
2023-06-21 21:00:00,452.08,449.67,451.17,444.5,26.63,63.78,85
2023-06-21 22:00:00,451.25,450.5,447.92,445.75,26.38,64.43,73
2023-06-21 23:00:00,451.92,449.75,441.75,444.67,26.16,64.95,54
2023-06-22 00:00:00,455.67,450.67,442.92,446.08,25.62,65.52,44
2023-06-22 01:00:00,449.17,450.75,439.75,445.83,25.33,66.18,62
2023-06-22 02:00:00,446.58,450.92,435.33,446.33,25.25,66.23,66
2023-06-22 03:00:00,445.83,450.42,432.17,445.08,25.37,65.99,52
2023-06-22 04:00:00,443.58,449.58,426.33,444.92,25.53,65.1,47
2023-06-22 05:00:00,444.5,449.25,425.25,444.75,25.06,65.11,40
2023-06-22 06:00:00,438.83,449.33,423.42,445.17,24.75,63.91,65
2023-06-22 07:00:00,440.75,448.42,428,443.42,24.81,61.56,72
2023-06-22 08:00:00,443,449.17,428,444.58,25.58,61.43,55
2023-06-22 09:00:00,432.33,448.08,414.83,443,30.1,53.88,69
2023-06-22 10:00:00,420.33,441,405.67,436,33.22,45.08,87
2023-06-22 11:00:00,412.67,437.42,403.17,434.08,35.49,40.52,98
2023-06-22 12:00:00,401.25,431.17,394.83,429.5,37.21,35.6,104
2023-06-22 13:00:00,403.33,426.67,400.67,424.42,37.02,33.31,111
2023-06-22 14:00:00,411.67,428,412.5,423.58,36.28,34.43,112
2023-06-22 15:00:00,420.67,428.67,423.83,423.33,36.35,35.31,103
2023-06-22 16:00:00,421.92,430.67,424.58,426.08,36.92,36.17,98
2023-06-22 17:00:00,426.83,430.25,429.58,424.08,36.24,35.37,98
2023-06-22 18:00:00,450.33,435.75,463.75,428.25,33.87,39.69,100
2023-06-22 19:00:00,461.67,443.92,485.58,434.92,30.64,48.37,119
2023-06-22 20:00:00,460.58,447.67,479.08,440.17,28.61,53.48,113
2023-06-22 21:00:00,462.58,450,476.08,444,27.37,58.77,103
2023-06-22 22:00:00,455.17,451.08,462.5,445,26.9,59.61,94
2023-06-22 23:00:00,453.67,452.08,453.83,446.67,26.05,60.68,83
2023-06-23 00:00:00,449.67,451.5,449.75,446.08,25.62,60.78,87
2023-06-23 01:00:00,448.17,451.67,447.92,446,25.17,61.48,93
2023-06-23 02:00:00,447.58,451.67,446.83,447,24.65,62.15,91
2023-06-23 03:00:00,446.42,451.75,443.42,447.08,24.13,62.67,95
2023-06-23 04:00:00,446.67,451.42,443.08,446.08,23.95,62.04,92
2023-06-23 05:00:00,447.42,451.5,445.25,446.83,23.59,63.44,95
2023-06-23 06:00:00,445.5,451.5,441.67,446.75,23.52,63.33,94
2023-06-23 07:00:00,444.5,451,435.33,446.42,23.9,61.83,83
2023-06-23 08:00:00,441.25,450.33,434.25,444.75,25.29,60.45,84
2023-06-23 09:00:00,431.25,449.42,417.17,443.92,30.04,53.52,81
2023-06-23 10:00:00,419.25,440.5,402.58,436.42,34.37,44.24,82
2023-06-23 11:00:00,414.58,436,403.92,432.58,35.92,40.3,93
2023-06-23 12:00:00,412.58,432.5,402.75,429.42,36.34,36.53,88
2023-06-23 13:00:00,414.75,430.17,410.75,427.17,35.62,37.24,88
2023-06-23 14:00:00,420.58,431.08,413.58,427.42,35.48,39.01,80
2023-06-23 15:00:00,426,430.83,424.42,424.58,35.43,40.35,89
2023-06-23 16:00:00,433.42,436.17,435.5,429.75,34.78,42.17,92
2023-06-23 17:00:00,436.33,436.25,441.75,429.08,34.19,43.44,99
2023-06-23 18:00:00,443.83,441,448.5,433.5,33.26,46.53,93
2023-06-23 19:00:00,444.33,442.58,449.08,433.67,32.11,46.73,95
2023-06-23 20:00:00,447.25,445.17,452.5,436.67,30.07,48.74,96
2023-06-23 21:00:00,451.83,447.83,458.67,439.75,28.32,52.52,94
2023-06-23 22:00:00,452.25,448.83,457,442.42,27.47,54.77,87
2023-06-23 23:00:00,452.67,449.92,454.33,444.67,26.46,57.53,77
2023-06-24 00:00:00,455,451,454.08,445.42,25.77,59.89,67
2023-06-24 01:00:00,453.33,451.67,452.83,446.17,25.27,61.97,73
2023-06-24 02:00:00,450.83,452.67,449.42,448,24.72,63.55,82
