Date;BC;N_CPC;PM-10;PM-2.5;PM-1.0;NO2;O3;SO2;CO;NO;NOX;TEMP;HUM
9/2/19 4:00;0.825;5.695;10.017;7.867;6.233;16.0;47.0;1.0;0.2;2.0;19.0;24.8;81.867
9/2/19 5:00;1.918;15.465;11.067;8.367;6.533;18.0;51.0;1.0;0.2;2.0;21.0;24.75;81.067
9/2/19 6:00;1.771;14.757;13.133;9.25;6.683;13.0;53.0;2.0;0.2;2.0;16.0;24.567;82.883
9/2/19 7:00;1.56;11.995;13.883;9.033;6.067;18.0;55.0;1.0;0.2;2.0;21.0;24.6;85.383
9/2/19 8:00;0.883;11.498;13.183;5.667;3.817;49.0;28.0;1.0;0.2;6.0;58.0;25.383;72.233
9/2/19 9:00;0.78;33.096;13.483;5.617;3.617;53.0;21.0;2.0;0.2;7.0;63.0;26.933;66.417
9/2/19 10:00;0.933;30.941;13.35;5.55;3.617;40.0;33.0;2.0;0.2;6.0;49.0;28.133;61.733
9/2/19 11:00;1.489;24.271;22.067;9.167;5.617;15.0;41.0;2.0;0.2;5.0;22.0;28.117;67.6
9/2/19 12:00;0.734;32.871;9.817;4.683;3.2;10.0;54.0;2.0;0.2;3.0;14.0;28.25;66.383
9/2/19 13:00;0.559;23.622;8.1;3.1;1.883;14.0;67.0;2.0;0.2;3.0;18.0;29.05;58.117
9/2/19 14:00;0.538;18.431;11.067;3.55;1.933;39.0;58.0;3.0;0.2;9.0;53.0;28.583;57.517
9/2/19 15:00;0.66;19.973;9.217;3.717;1.933;15.0;86.0;2.0;0.2;3.0;19.0;28.133;59.483
9/2/19 16:00;0.499;18.744;9.4;3.7;1.75;11.0;95.0;2.0;0.2;2.0;14.0;27.45;61.667
9/2/19 17:00;0.729;14.665;6.783;3.083;1.65;11.0;90.0;2.0;0.2;2.0;14.0;26.617;65.85
9/2/19 18:00;0.619;17.035;5.95;2.967;1.7;13.0;78.0;1.0;0.2;3.0;17.0;25.417;72.95
9/2/19 19:00;0.709;13.971;5.933;3.65;2.033;16.0;71.0;1.0;0.2;3.0;21.0;25.067;79.683
9/2/19 20:00;0.392;11.783;5.633;4.017;2.233;15.0;73.0;2.0;0.2;2.0;19.0;24.8;84.25
9/2/19 21:00;0.375;8.798;5.367;4.133;2.633;23.0;62.0;3.0;0.2;2.0;26.0;23.85;90.417
9/2/19 22:00;0.379;6.227;4.683;4.117;3.017;17.0;63.0;3.0;0.2;2.0;20.0;22.483;97.267
9/2/19 23:00;0.345;5.324;5.95;4.883;3.283;15.0;63.0;2.0;0.2;2.0;18.0;22.85;95.35
10/2/19 0:00;0.174;1.649;4.417;3.1;1.683;18.0;71.0;1.0;0.2;2.0;21.0;22.167;82.033
10/2/19 1:00;0.162;1.801;5.333;3.683;1.767;9.0;81.0;1.0;0.2;1.0;12.0;21.7;81.367
10/2/19 2:00;0.156;1.858;5.3;3.667;1.883;6.0;63.0;1.0;0.2;1.0;8.0;21.3;81.95
10/2/19 3:00;0.476;4.803;5.567;3.917;2.183;4.0;60.0;1.0;0.2;1.0;7.0;21.1;80.867
10/2/19 4:00;1.444;11.762;7.283;5.083;3.017;6.0;58.0;1.0;0.2;2.0;8.0;20.867;81.383
10/2/19 5:00;2.778;20.838;8.917;6.133;3.683;6.0;57.0;1.0;0.2;2.0;9.0;20.617;82.95
10/2/19 6:00;4.645;14.545;15.7;10.533;4.633;12.0;51.0;1.0;0.2;2.0;16.0;20.75;83.283
10/2/19 7:00;1.644;10.758;25.55;7.017;3.15;44.0;23.0;1.0;0.2;6.0;53.0;21.633;81.167
10/2/19 8:00;1.663;9.916;30.617;5.883;2.717;70.0;3.0;1.0;0.3;19.0;99.0;22.017;67.85
10/2/19 9:00;0.875;8.094;19.767;4.4;1.983;58.0;14.0;2.0;0.4;41.0;120.0;24.033;59.417
11/2/19 0:00;1.048;9.496;7.85;6.9;5.983;51.0;7.0;1.0;0.2;8.0;64.0;19.267;90.467
11/2/19 1:00;1.096;7.881;7.517;6.65;5.783;24.0;27.0;1.0;0.2;1.0;26.0;19.85;87.2
11/2/19 2:00;1.18;7.781;10.75;9.45;8.367;26.0;24.0;1.0;0.2;3.0;30.0;18.767;90.817
11/2/19 3:00;0.964;6.769;11.2;10.033;8.95;37.0;13.0;1.0;0.2;1.0;39.0;18.433;90.933
11/2/19 4:00;1.338;8.862;10.033;8.917;7.917;28.0;18.0;1.0;0.2;2.0;30.0;18.367;90.283
11/2/19 5:00;0.803;6.121;7.35;6.517;5.8;21.0;20.0;1.0;0.2;1.0;20.0;18.717;86.1
11/2/19 6:00;1.705;12.705;10.817;9.033;7.867;25.0;8.0;1.0;0.2;1.0;26.0;17.783;89.733
11/2/19 7:00;0.803;8.461;6.9;5.75;4.917;16.0;18.0;1.0;0.2;2.0;19.0;19.017;85.333
11/2/19 8:00;0.494;5.662;4.733;3.417;2.65;35.0;3.0;1.0;0.2;7.0;46.0;21.067;78.383
11/2/19 9:00;0.686;7.619;4.967;3.15;2.267;13.0;24.0;1.0;0.2;4.0;20.0;21.95;73.883
11/2/19 10:00;0.823;10.884;5.983;3.75;2.7;6.0;34.0;1.0;0.2;2.0;8.0;23.05;69.95
11/2/19 11:00;1.258;16.963;8.533;4.833;3.517;10.0;36.0;1.0;0.2;3.0;15.0;24.283;67.3
11/2/19 12:00;1.113;20.087;8.017;4.2;2.867;13.0;37.0;1.0;0.2;4.0;19.0;25.533;63.7
11/2/19 13:00;0.574;23.078;10.217;3.283;1.55;17.0;42.0;1.0;0.2;4.0;23.0;25.517;59.683
11/2/19 14:00;0.471;12.531;4.78;2.16;1.18;17.0;50.0;1.0;0.2;3.0;21.0;25.55;56.0
11/2/19 15:00;0.667;16.267;7.183;3.133;1.667;11.0;58.0;1.0;0.2;1.0;11.0;24.267;66.767
11/2/19 16:00;1.028;16.96;5.567;2.817;1.667;7.0;64.0;1.0;0.9;1.0;6.0;23.433;63.5
11/2/19 17:00;0.977;13.592;5.8;2.783;1.567;15.0;59.0;1.0;1.2;1.0;14.0;22.033;68.9
11/2/19 18:00;1.12;9.641;2.533;2.033;1.317;25.0;47.0;1.0;1.2;1.0;25.0;20.783;71.283
11/2/19 19:00;2.729;20.07;4.283;3.267;2.317;24.0;49.0;1.0;1.2;1.0;23.0;20.75;72.667
11/2/19 20:00;3.062;18.723;4.833;3.65;2.7;23.0;45.0;1.0;1.2;1.0;23.0;20.267;75.783
11/2/19 21:00;4.194;23.823;8.383;6.317;4.967;67.0;4.0;1.0;1.4;7.0;77.0;20.0;79.0
11/2/19 22:00;3.288;26.434;9.4;7.05;5.433;63.0;1.0;1.0;0.6;19.0;92.0;19.45;85.167
11/2/19 23:00;2.676;19.843;7.383;5.45;4.0;68.0;1.0;1.0;0.3;38.0;126.0;19.25;84.317
13/2/19 0:00;0.586;6.833;13.183;9.233;8.183;40.0;29.0;1.0;0.8;5.0;47.0;11.867;53.483
13/2/19 1:00;0.6;6.734;11.817;8.467;7.433;13.0;52.0;1.0;0.7;1.0;13.0;12.0;52.433
13/2/19 2:00;0.669;7.088;11.183;8.533;7.5;14.0;48.0;1.0;0.7;1.0;16.0;10.917;57.3
13/2/19 3:00;0.522;6.225;9.417;7.467;6.633;18.0;46.0;1.0;0.7;1.0;19.0;10.733;56.983
13/2/19 4:00;0.692;8.07;9.483;7.4;6.533;22.0;38.0;1.0;0.6;1.0;23.0;10.183;58.317
13/2/19 5:00;0.923;9.682;10.9;7.9;6.933;18.0;43.0;1.0;0.6;1.0;19.0;10.467;56.6
13/2/19 6:00;3.231;29.837;16.617;10.967;9.35;26.0;35.0;1.0;0.6;1.0;55.0;9.6;61.467
13/2/19 7:00;3.12;30.669;21.5;12.3;10.467;37.0;29.0;1.0;0.7;4.0;42.0;9.917;61.467
13/2/19 8:00;1.646;13.891;19.5;11.75;10.05;80.0;1.0;2.0;1.0;71.0;189.0;11.4;64.65
13/2/19 9:00;1.304;10.074;17.383;11.033;9.25;76.0;3.0;2.0;0.9;63.0;172.0;12.317;67.833
13/2/19 10:00;1.288;13.68;19.167;11.217;9.117;39.0;23.0;2.0;0.3;9.0;53.0;13.233;69.183
13/2/19 11:00;0.988;13.355;18.683;10.583;8.417;27.0;34.0;2.0;0.5;6.0;36.0;13.733;68.117
13/2/19 12:00;0.878;14.064;16.6;9.667;7.483;39.0;31.0;2.0;0.3;11.0;90.0;14.5;65.117
13/2/19 13:00;0.946;15.091;17.067;10.767;8.683;31.0;43.0;2.0;0.6;8.0;43.0;14.4;66.367
13/2/19 14:00;1.16;11.941;20.867;15.067;13.2;27.0;50.0;3.0;0.7;6.0;36.0;14.567;66.033
13/2/19 15:00;1.407;17.677;24.383;15.517;13.333;27.0;54.0;2.0;0.8;6.0;36.0;15.533;59.117
13/2/19 16:00;0.938;12.251;15.05;9.85;7.9;28.0;54.0;2.0;0.8;5.0;36.0;15.233;65.55
13/2/19 17:00;1.259;11.445;13.8;10.367;8.2;42.0;46.0;1.0;0.8;7.0;72.0;13.2;77.867
13/2/19 18:00;1.98;19.059;15.383;12.2;10.0;31.0;61.0;1.0;0.7;3.0;35.0;12.417;82.65
13/2/19 19:00;1.128;17.366;10.133;8.267;6.533;40.0;49.0;1.0;0.7;2.0;43.0;12.4;80.717
13/2/19 20:00;1.519;18.281;9.483;8.033;6.5;73.0;22.0;1.0;0.9;4.0;79.0;11.983;80.533
13/2/19 21:00;1.378;17.173;10.917;9.383;7.917;49.0;37.0;1.0;0.9;5.0;56.0;11.667;81.2
13/2/19 22:00;1.162;11.385;13.533;12.183;10.767;52.0;31.0;1.0;1.0;3.0;57.0;11.25;83.783
13/2/19 23:00;0.945;11.947;15.067;13.85;12.533;52.0;29.0;1.0;0.8;4.0;57.0;11.1;83.167
14/2/19 0:00;0.715;6.606;13.683;12.9;11.733;51.0;26.0;1.0;0.8;7.0;61.0;10.867;82.383
14/2/19 1:00;0.614;5.763;14.033;13.0;11.783;38.0;33.0;1.0;0.8;2.0;40.0;10.75;82.717
14/2/19 2:00;0.518;4.796;12.983;12.05;10.8;29.0;40.0;1.0;0.7;1.0;31.0;10.5;83.767
14/2/19 3:00;0.577;4.561;13.1;12.317;11.133;27.0;45.0;1.0;0.7;3.0;31.0;10.067;84.883
14/2/19 4:00;0.756;5.392;15.033;14.367;13.317;14.0;53.0;1.0;0.7;1.0;16.0;9.5;85.583
14/2/19 5:00;0.845;6.609;14.1;13.317;12.267;17.0;46.0;1.0;0.7;7.0;27.0;9.717;82.867
14/2/19 6:00;1.946;14.799;16.883;14.8;13.267;16.0;43.0;1.0;0.7;1.0;18.0;10.0;79.917
14/2/19 7:00;2.484;22.741;20.467;17.133;15.367;25.0;37.0;1.0;0.7;2.0;27.0;9.983;78.85
14/2/19 8:00;2.677;26.887;21.883;15.55;13.25;57.0;21.0;1.0;0.8;10.0;73.0;12.217;72.15
14/2/19 9:00;0.882;11.442;9.233;7.0;5.8;78.0;6.0;2.0;1.1;35.0;131.0;13.1;66.783
14/2/19 10:00;1.059;12.332;16.083;8.533;6.6;68.0;21.0;2.0;1.0;46.0;138.0;13.683;64.033
14/2/19 14:00;0.614;18.326;9.833;5.9;4.467;32.0;40.0;2.0;0.3;7.0;43.0;15.933;55.9
14/2/19 15:00;0.764;14.023;13.917;7.05;5.117;21.0;59.0;2.0;0.3;3.0;26.0;15.567;57.683
14/2/19 16:00;0.969;10.886;12.417;8.183;6.533;18.0;67.0;1.0;0.3;2.0;22.0;14.617;63.917
14/2/19 17:00;1.443;12.451;14.7;11.433;9.633;21.0;70.0;1.0;0.3;2.0;24.0;12.6;74.35
14/2/19 18:00;2.301;18.219;16.75;12.983;11.017;27.0;64.0;1.0;0.3;2.0;30.0;11.75;76.683
14/2/19 19:00;2.354;28.47;15.55;12.25;10.35;43.0;49.0;1.0;0.4;1.0;45.0;11.283;78.017
14/2/19 20:00;2.768;21.015;13.85;11.467;9.783;79.0;22.0;1.0;0.5;3.0;84.0;10.833;77.817
14/2/19 21:00;2.896;24.383;14.083;11.35;9.75;82.0;17.0;1.0;0.6;6.0;91.0;10.317;78.433
14/2/19 22:00;2.097;15.045;13.867;11.017;9.35;87.0;7.0;1.0;0.7;12.0;106.0;10.167;78.3
14/2/19 23:00;1.393;12.685;12.567;10.55;9.017;84.0;2.0;1.0;0.7;16.0;108.0;9.95;78.617
15/2/19 0:00;0.637;8.116;6.567;5.85;4.917;75.0;3.0;1.0;0.6;11.0;92.0;9.85;75.083
15/2/19 1:00;0.536;5.392;6.2;5.65;4.833;54.0;18.0;1.0;0.5;2.0;99.0;9.9;71.3
15/2/19 2:00;0.447;5.743;6.35;5.65;4.783;46.0;27.0;1.0;0.3;3.0;49.0;9.667;69.817
15/2/19 3:00;0.433;5.644;5.767;5.2;4.383;37.0;37.0;1.0;0.4;1.0;38.0;9.45;71.033
15/2/19 4:00;0.806;6.3;6.367;5.833;5.133;28.0;43.0;1.0;0.4;3.0;31.0;9.133;71.817
15/2/19 5:00;1.102;10.722;5.067;4.65;3.983;25.0;46.0;1.0;0.4;1.0;25.0;8.867;72.033
15/2/19 6:00;3.595;29.084;7.55;5.817;4.583;32.0;36.0;1.0;0.4;1.0;33.0;8.567;73.55
15/2/19 7:00;7.608;49.053;12.417;8.65;6.567;45.0;24.0;1.0;0.5;3.0;49.0;9.45;70.783
15/2/19 8:00;8.362;50.164;33.1;17.267;13.867;100.0;1.0;1.0;0.7;83.0;227.0;11.483;64.05
15/2/19 9:00;6.175;33.478;44.95;22.6;18.8;121.0;2.0;3.0;1.3;209.0;441.0;13.417;56.883
15/2/19 10:00;5.315;25.086;48.7;24.017;20.05;118.0;4.0;3.0;1.8;218.0;450.0;14.633;49.833
15/2/19 11:00;2.179;18.062;30.05;13.75;11.083;105.0;8.0;3.0;1.3;124.0;293.0;16.183;41.367
15/2/19 12:00;1.786;14.772;22.883;10.0;7.817;104.0;13.0;4.0;0.5;90.0;241.0;17.333;36.5
15/2/19 13:00;1.524;18.394;17.85;10.117;8.5;55.0;37.0;2.0;0.4;23.0;90.0;17.45;52.7
15/2/19 14:00;0.967;19.798;11.75;7.55;6.233;52.0;41.0;2.0;0.5;16.0;77.0;17.017;58.183
15/2/19 15:00;0.942;24.582;10.817;7.2;5.917;33.0;60.0;2.0;0.4;6.0;43.0;15.867;63.867
15/2/19 16:00;1.245;15.916;13.5;9.167;7.667;28.0;68.0;1.0;0.3;4.0;34.0;15.25;67.5
15/2/19 17:00;1.458;16.208;12.8;9.967;8.567;31.0;67.0;1.0;0.3;3.0;35.0;13.233;76.083
15/2/19 18:00;2.388;21.288;14.233;11.883;10.617;43.0;53.0;1.0;0.3;2.0;46.0;12.1;82.017
15/2/19 19:00;1.71;17.458;14.433;12.8;11.75;55.0;43.0;1.0;0.3;2.0;58.0;11.25;86.867
15/2/19 20:00;2.677;19.406;15.533;12.967;11.683;82.0;23.0;1.0;0.5;4.0;87.0;10.95;86.617
15/2/19 21:00;3.503;22.998;16.117;13.25;11.9;70.0;32.0;1.0;0.5;4.0;76.0;10.667;83.083
15/2/19 22:00;3.724;29.832;15.283;12.617;11.333;87.0;12.0;1.0;0.6;13.0;105.0;10.5;80.0
15/2/19 23:00;3.284;27.567;14.433;11.683;10.35;98.0;1.0;2.0;0.8;35.0;152.0;10.367;76.467
16/2/19 0:00;2.283;23.252;14.367;12.3;11.217;97.0;1.0;2.0;0.8;57.0;183.0;10.3;77.283
16/2/19 1:00;2.087;13.944;13.367;11.583;10.617;93.0;1.0;1.0;0.8;29.0;137.0;9.967;75.533
16/2/19 2:00;3.29;13.655;21.35;19.283;17.917;88.0;1.0;1.0;0.7;24.0;125.0;9.533;78.8
16/2/19 3:00;1.975;14.154;14.433;12.75;11.667;85.0;2.0;1.0;0.7;13.0;104.0;9.2;75.3
16/2/19 4:00;1.162;11.769;6.6;5.15;4.383;90.0;1.0;1.0;0.9;30.0;135.0;8.933;70.367
16/2/19 5:00;1.36;10.525;7.033;5.383;4.617;77.0;4.0;1.0;0.7;16.0;101.0;8.883;66.433
16/2/19 6:00;5.747;22.061;23.15;16.883;14.95;55.0;13.0;1.0;0.5;2.0;57.0;8.65;61.233
16/2/19 7:00;4.589;20.781;13.367;10.5;9.2;64.0;7.0;1.0;0.6;6.0;74.0;9.667;59.333
16/2/19 8:00;5.847;30.968;24.0;15.483;13.517;84.0;1.0;2.0;0.7;86.0;216.0;11.767;56.917
16/2/19 9:00;4.745;25.418;33.433;22.233;20.017;81.0;2.0;2.0;0.7;71.0;189.0;13.95;50.783
16/2/19 10:00;3.22;17.18;31.033;20.85;18.967;97.0;4.0;3.0;1.4;132.0;298.0;15.367;43.05
16/2/19 11:00;3.094;16.8;35.75;23.65;21.517;101.0;12.0;3.0;1.2;84.0;229.0;16.517;41.35
16/2/19 12:00;3.233;17.078;37.3;24.733;21.933;77.0;26.0;2.0;0.7;35.0;131.0;17.583;49.867
16/2/19 13:00;2.556;16.72;31.7;25.083;23.067;71.0;33.0;3.0;0.7;25.0;109.0;16.833;66.083
16/2/19 14:00;1.749;11.742;25.917;22.75;21.35;67.0;37.0;3.0;0.5;21.0;99.0;15.5;70.55
16/2/19 15:00;1.565;11.209;23.917;21.183;19.783;47.0;48.0;2.0;0.3;10.0;61.0;16.25;67.033
16/2/19 16:00;2.15;18.529;21.9;18.767;17.45;32.0;63.0;1.0;0.3;4.0;38.0;16.433;62.25
16/2/19 17:00;2.498;20.351;21.283;18.783;17.5;42.0;52.0;1.0;0.2;5.0;49.0;13.983;77.167
16/2/19 18:00;3.28;19.439;21.417;18.75;17.4;66.0;28.0;1.0;0.2;7.0;77.0;12.667;83.667
16/2/19 19:00;3.64;21.472;15.15;12.783;11.6;86.0;10.0;1.0;0.3;8.0;98.0;12.083;74.267
16/2/19 20:00;5.589;25.103;18.3;15.5;14.183;97.0;2.0;1.0;0.3;33.0;147.0;11.533;79.45
16/2/19 21:00;4.104;22.906;16.183;14.417;13.4;96.0;1.0;1.0;0.5;35.0;149.0;10.983;82.117
16/2/19 22:00;4.653;22.803;16.833;13.95;12.683;104.0;1.0;2.0;0.7;71.0;213.0;10.633;81.783
16/2/19 23:00;4.674;18.178;18.333;16.3;15.117;95.0;1.0;1.0;0.7;45.0;165.0;10.467;82.667
17/2/19 0:00;4.204;14.987;18.283;16.933;15.883;96.0;1.0;2.0;0.9;78.0;215.0;9.983;86.117
17/2/19 1:00;3.08;12.838;17.567;16.433;15.467;94.0;1.0;2.0;0.7;61.0;187.0;10.083;85.333
17/2/19 2:00;3.08;15.813;17.3;15.95;14.95;85.0;1.0;2.0;0.6;50.0;161.0;9.683;82.733
17/2/19 3:00;1.98;10.09;13.75;13.3;12.667;81.0;1.0;1.0;0.6;32.0;129.0;9.683;88.85
17/2/19 4:00;1.152;11.202;9.15;8.983;8.583;80.0;1.0;1.0;0.5;37.0;136.0;9.683;88.383
17/2/19 5:00;0.838;7.846;7.217;7.1;6.85;68.0;5.0;1.0;0.4;9.0;81.0;10.05;91.733
17/2/19 6:00;0.826;8.892;9.333;9.05;8.667;46.0;16.0;1.0;0.3;1.0;48.0;9.55;92.317
17/2/19 7:00;1.066;8.487;13.333;12.633;11.95;30.0;25.0;1.0;0.2;1.0;31.0;10.25;85.65
17/2/19 8:00;2.188;17.927;17.75;15.083;13.95;33.0;17.0;1.0;0.2;4.0;38.0;12.067;74.917
17/2/19 9:00;0.871;6.923;12.383;10.767;9.883;36.0;16.0;1.0;0.2;7.0;47.0;13.433;72.767
17/2/19 10:00;0.98;7.318;16.667;14.617;13.483;54.0;27.0;1.0;0.4;24.0;90.0;14.617;67.8
17/2/19 11:00;1.091;8.993;20.35;17.217;15.8;14.0;67.0;2.0;0.2;2.0;18.0;15.367;64.583
17/2/19 12:00;0.996;14.56;14.183;10.567;8.717;20.0;66.0;2.0;0.2;3.0;26.0;16.083;66.767
17/2/19 13:00;0.722;14.784;12.767;9.817;8.083;24.0;67.0;3.0;0.2;4.0;30.0;15.933;69.517
17/2/19 14:00;0.757;15.797;12.85;10.733;9.367;19.0;70.0;3.0;0.2;3.0;24.0;16.05;67.733
17/2/19 15:00;0.717;19.39;12.983;11.733;10.6;13.0;78.0;2.0;0.2;1.0;15.0;15.417;69.467
17/2/19 16:00;0.874;18.08;13.2;11.783;10.45;14.0;80.0;1.0;0.2;1.0;16.0;14.15;77.0
17/2/19 17:00;0.986;20.883;14.717;13.333;12.033;14.0;79.0;1.0;0.2;1.0;16.0;12.617;84.167
17/2/19 18:00;1.043;16.229;15.433;14.433;13.25;22.0;70.0;1.0;0.2;1.0;23.0;12.0;86.3
17/2/19 19:00;3.225;23.585;21.983;20.667;19.367;25.0;65.0;1.0;0.3;1.0;26.0;11.567;88.0
17/2/19 20:00;2.646;22.888;19.817;18.717;17.567;33.0;53.0;1.0;0.2;2.0;35.0;11.2;88.367
17/2/19 21:00;2.054;21.912;16.317;15.517;14.433;88.0;5.0;1.0;0.5;10.0;103.0;11.383;86.85
17/2/19 22:00;1.461;13.018;17.267;16.25;15.017;73.0;9.0;1.0;0.5;7.0;84.0;11.533;89.9
17/2/19 23:00;1.046;8.523;14.15;13.267;12.117;60.0;17.0;1.0;0.4;3.0;65.0;11.333;90.2
18/2/19 0:00;0.56;4.693;10.2;9.617;8.55;54.0;14.0;1.0;0.3;5.0;62.0;10.833;89.85
18/2/19 1:00;0.662;3.828;16.95;16.0;14.683;44.0;17.0;1.0;0.3;2.0;47.0;11.217;86.133
18/2/19 2:00;0.427;3.458;8.617;8.0;6.95;19.0;43.0;1.0;0.2;1.0;20.0;10.617;87.7
18/2/19 3:00;0.631;3.224;10.717;10.1;9.033;10.0;56.0;1.0;0.2;1.0;10.0;10.617;86.533
18/2/19 4:00;0.782;4.963;11.217;10.65;9.633;11.0;49.0;1.0;0.2;1.0;12.0;10.117;87.733
18/2/19 5:00;1.084;6.275;8.8;8.283;7.283;11.0;53.0;1.0;0.2;2.0;13.0;9.833;88.733
18/2/19 6:00;1.897;18.648;10.567;9.283;8.05;19.0;42.0;1.0;0.2;1.0;20.0;9.467;89.8
18/2/19 7:00;6.238;38.542;15.25;12.067;10.25;34.0;29.0;1.0;0.2;2.0;36.0;10.367;87.683
18/2/19 8:00;5.31;31.006;21.6;15.517;12.8;66.0;7.0;1.0;0.4;35.0;119.0;12.4;80.067
18/2/19 9:00;1.262;9.279;15.883;10.917;8.6;93.0;2.0;2.0;1.1;149.0;321.0;14.567;73.417
18/2/19 10:00;1.732;11.333;24.567;15.55;12.75;81.0;29.0;2.0;0.8;127.0;275.0;15.3;70.217
18/2/19 11:00;0.93;8.348;16.833;10.517;7.983;33.0;57.0;2.0;0.3;6.0;43.0;15.05;71.433
18/2/19 12:00;0.962;8.317;15.3;8.483;5.683;48.0;48.0;2.0;0.2;10.0;64.0;15.583;70.0
18/2/19 13:00;1.048;9.852;17.283;9.35;6.45;17.333;43.333;1.333;0.133;2.0;20.0;15.433;71.233
18/2/19 14:00;0.944;9.257;14.517;8.883;6.467;16.0;46.0;1.333;0.133;2.0;19.333;15.233;72.85
18/2/19 15:00;0.959;8.384;13.167;8.833;6.3;16.0;46.667;1.333;0.133;2.0;19.333;14.85;76.067
18/2/19 16:00;1.201;9.741;13.383;9.433;6.783;16.0;48.0;0.667;0.133;1.333;18.667;13.817;82.65
18/2/19 17:00;1.098;9.754;13.083;9.283;6.683;15.333;48.667;0.667;0.133;1.333;16.667;13.25;84.6
18/2/19 18:00;1.237;9.203;12.367;8.967;6.583;20.0;44.0;0.667;0.133;0.667;21.333;12.917;87.083
18/2/19 19:00;1.141;10.175;12.733;9.383;6.983;22.0;42.667;0.667;0.133;0.667;22.667;12.767;88.05
18/2/19 20:00;0.977;9.934;12.233;9.217;6.917;19.333;43.333;0.667;0.133;0.667;20.0;12.6;87.1
18/2/19 21:00;0.871;8.602;12.483;9.567;7.283;19.333;43.333;0.667;0.133;0.667;20.0;12.517;87.45
18/2/19 22:00;0.986;7.826;12.883;10.15;7.95;18.0;43.333;0.667;0.2;0.667;18.667;12.333;86.883
18/2/19 23:00;1.287;8.074;15.033;11.95;9.783;13.333;47.333;0.667;0.2;0.667;14.0;12.483;86.283
19/2/19 0:00;0.945;5.172;12.667;10.1;8.05;14.667;44.0;0.667;0.133;0.667;14.667;12.283;85.25
19/2/19 1:00;0.867;4.531;10.4;8.883;7.35;31.0;44.0;1.0;0.2;3.0;36.0;11.367;84.3
19/2/19 2:00;0.856;4.136;10.233;8.9;7.5;19.0;55.0;1.0;0.3;1.0;21.0;10.883;84.567
19/2/19 3:00;1.129;4.643;16.0;13.867;11.967;19.0;51.0;1.0;0.3;1.0;20.0;11.217;83.933
19/2/19 4:00;1.091;5.301;15.6;13.467;11.533;20.0;47.0;1.0;0.4;1.0;21.0;10.967;83.233
19/2/19 5:00;1.216;8.49;13.033;10.867;9.05;20.0;45.0;1.0;0.4;1.0;22.0;11.35;80.833
19/2/19 6:00;2.759;20.403;14.3;11.217;9.183;26.0;42.0;1.0;0.3;2.0;28.0;11.017;83.067
19/2/19 7:00;3.852;27.91;18.75;14.067;11.55;42.0;34.0;1.0;0.4;3.0;47.0;11.483;82.417
19/2/19 8:00;1.734;14.788;19.883;14.667;11.85;88.0;7.0;2.0;0.5;29.0;132.0;12.533;80.333
19/2/19 9:00;1.331;10.696;19.517;14.5;11.983;97.0;7.0;2.0;0.8;53.0;178.0;13.283;80.8
19/2/19 10:00;1.357;10.886;21.317;14.433;11.95;57.0;33.0;1.0;0.4;8.0;68.0;13.517;81.4
19/2/19 11:00;1.109;9.355;19.583;12.65;10.367;36.0;48.0;1.0;0.3;4.0;42.0;13.9;76.95
19/2/19 12:00;0.799;10.065;16.117;10.017;7.983;36.0;51.0;1.0;0.3;4.0;43.0;14.167;68.617
19/2/19 13:00;0.746;7.689;14.383;9.817;7.95;27.0;62.0;1.0;0.3;3.0;32.0;14.267;67.083
19/2/19 14:00;0.758;8.088;13.667;9.5;7.783;22.0;70.0;2.0;0.2;2.0;25.0;15.0;64.483
19/2/19 15:00;0.879;7.02;13.617;10.033;8.4;16.0;76.0;2.0;0.2;2.0;18.0;14.633;67.2
19/2/19 16:00;0.663;6.977;13.283;10.1;8.467;15.0;77.0;1.0;0.2;2.0;18.0;13.933;73.317
19/2/19 17:00;1.475;10.923;14.633;11.733;10.083;18.0;74.0;1.0;0.2;2.0;21.0;12.983;78.717
19/2/19 18:00;1.298;9.35;13.383;11.217;9.7;20.0;69.0;1.0;0.2;1.0;22.0;12.5;82.183
19/2/19 19:00;1.095;11.118;13.783;11.683;10.25;47.0;46.0;1.0;0.2;2.0;50.0;12.483;83.25
19/2/19 20:00;0.945;9.751;13.9;11.7;10.383;38.0;50.0;1.0;0.3;1.0;40.0;12.417;83.117
19/2/19 21:00;0.968;10.471;14.183;12.05;10.767;34.0;54.0;1.0;0.3;1.0;35.0;12.583;81.567
19/2/19 22:00;1.682;11.912;19.833;16.633;14.983;28.0;58.0;1.0;0.3;1.0;29.0;12.65;80.867
19/2/19 23:00;1.139;8.385;17.15;15.033;13.567;31.0;54.0;1.0;0.3;1.0;32.0;12.533;81.083
20/2/19 0:00;0.944;6.498;16.45;14.467;12.95;55.0;31.0;1.0;0.3;1.0;57.0;12.55;80.533
20/2/19 1:00;0.888;5.836;14.35;12.767;11.45;29.0;48.0;1.0;0.3;1.0;30.0;12.433;79.367
20/2/19 2:00;0.744;4.741;12.583;11.483;10.317;22.0;52.0;1.0;0.3;1.0;23.0;12.233;79.217
20/2/19 3:00;0.827;7.871;14.133;12.867;11.6;20.0;52.0;1.0;0.3;1.0;21.0;12.217;79.2
20/2/19 4:00;1.001;6.57;12.267;11.25;10.183;15.0;56.0;1.0;0.2;1.0;16.0;12.3;77.817
