Date;BC;N_CPC;PM-10;PM-2.5;PM-1.0;NO2;O3;SO2;CO;NO;NOX;TEMP;HUM
13/4/19 22:00;1.441;11.476;17.167;13.433;10.95;34.0;89.0;1.0;0.2;1.0;28.0;14.2;79.833
13/4/19 23:00;1.384;9.98;16.8;13.617;11.2;32.0;85.0;1.0;0.2;1.0;26.0;13.667;80.567
14/4/19 0:00;0.866;5.943;15.717;12.65;10.333;30.0;85.0;1.0;0.2;1.0;24.0;13.183;83.9
14/4/19 1:00;0.865;5.482;14.633;12.483;10.383;42.0;55.0;1.0;0.2;1.0;35.0;13.1;86.75
14/4/19 2:00;0.736;4.931;13.617;12.083;10.25;38.0;53.0;1.0;0.2;1.0;32.0;12.817;91.317
14/4/19 3:00;0.855;4.342;17.65;15.767;13.733;25.0;63.0;1.0;0.2;4.0;23.0;12.067;90.383
14/4/19 4:00;1.414;5.606;27.233;23.883;21.383;20.0;63.0;1.0;0.2;1.0;13.0;12.217;83.683
14/4/19 5:00;1.457;7.271;26.25;22.3;19.8;17.0;54.0;1.0;0.2;1.0;11.0;12.433;80.617
14/4/19 6:00;1.302;6.201;24.617;20.383;18.25;18.0;52.0;1.0;0.2;1.0;11.0;13.217;71.783
14/4/19 7:00;1.012;5.414;22.417;18.35;16.4;33.0;45.0;1.0;0.2;1.0;28.0;13.9;74.233
14/4/19 8:00;0.835;5.102;21.367;17.033;14.817;38.0;37.0;1.0;0.2;1.0;33.0;14.867;76.367
14/4/19 9:00;0.872;5.081;16.883;12.65;10.567;35.0;53.0;1.0;0.2;1.0;31.0;16.633;70.5
14/4/19 10:00;0.688;5.009;16.233;11.033;8.733;21.0;78.0;1.0;0.2;1.0;16.0;17.033;70.867
14/4/19 11:00;0.797;4.772;22.1;15.1;12.25;15.0;94.0;1.0;0.2;1.0;10.0;16.45;77.967
14/4/19 12:00;0.79;5.057;22.333;15.117;12.117;14.0;105.0;1.0;0.2;1.0;10.0;16.317;77.45
14/4/19 13:00;0.713;4.765;20.933;15.133;12.533;10.0;114.0;1.0;0.2;1.0;5.0;15.517;79.333
14/4/19 14:00;0.847;4.916;22.25;16.433;13.55;10.0;106.0;1.0;0.2;1.0;5.0;15.933;76.783
14/4/19 15:00;0.792;4.953;23.3;17.3;14.417;9.0;106.0;1.0;0.2;1.0;4.0;16.0;75.167
14/4/19 16:00;0.724;4.607;23.033;16.967;14.167;9.0;107.0;1.0;0.2;1.0;4.0;15.7;76.533
14/4/19 17:00;0.866;5.601;24.367;17.733;14.75;10.0;106.0;1.0;0.2;1.0;4.0;15.15;78.85
14/4/19 18:00;0.897;7.063;23.3;18.217;15.4;10.0;108.0;1.0;0.2;1.0;5.0;14.333;82.283
14/4/19 19:00;1.004;7.624;24.6;19.583;16.6;13.0;102.0;1.0;0.2;1.0;7.0;14.083;83.867
14/4/19 20:00;0.868;8.886;24.65;20.183;17.383;18.0;96.0;1.0;0.2;1.0;11.0;14.283;85.85
14/4/19 21:00;0.991;7.385;22.567;19.033;16.55;21.0;92.0;1.0;0.2;1.0;15.0;14.35;86.95
14/4/19 22:00;0.926;5.477;22.317;18.783;16.35;22.0;91.0;1.0;0.2;1.0;15.0;14.25;87.25
14/4/19 23:00;0.999;6.319;21.433;19.0;16.817;24.0;88.0;1.0;0.2;1.0;17.0;13.983;88.35
15/4/19 0:00;0.855;4.509;15.4;13.683;12.017;24.0;85.0;1.0;0.2;1.0;18.0;13.767;86.667
15/4/19 1:00;0.647;3.817;15.717;13.8;11.917;22.0;88.0;1.0;0.2;1.0;15.0;13.6;85.767
15/4/19 2:00;0.548;3.581;11.667;10.167;8.65;26.0;74.0;1.0;0.2;1.0;19.0;13.45;81.7
15/4/19 3:00;0.911;4.985;10.733;9.25;8.017;20.0;75.0;1.0;0.2;1.0;13.0;13.15;76.5
15/4/19 4:00;0.91;5.396;14.717;12.117;10.65;19.0;79.0;1.0;0.2;1.0;12.0;13.117;75.533
15/4/19 5:00;1.112;7.489;16.4;12.817;10.983;23.0;68.0;1.0;0.2;7.0;26.0;12.833;77.9
15/4/19 6:00;1.362;8.453;21.05;13.667;11.2;25.0;67.0;1.0;0.2;1.0;19.0;13.117;73.567
15/4/19 7:00;1.334;7.746;26.217;14.6;11.633;26.0;71.0;1.0;0.2;1.0;20.0;14.017;65.917
15/4/19 8:00;1.031;6.541;22.05;13.683;10.617;39.0;60.0;1.0;0.4;1.0;33.0;14.8;65.817
15/4/19 9:00;0.7;4.698;22.483;13.767;10.2;42.0;59.0;1.0;0.5;1.0;40.0;14.867;67.833
15/4/19 10:00;1.027;6.016;23.083;13.583;9.95;37.0;66.0;2.0;0.5;1.0;37.0;15.217;67.783
15/4/19 12:00;1.036;9.104;18.833;11.667;8.733;14.0;92.0;1.0;0.3;1.0;10.0;15.717;61.567
15/4/19 13:00;0.877;7.48;19.017;12.15;9.417;15.0;94.0;1.0;0.2;1.0;12.0;15.717;60.433
15/4/19 14:00;1.127;6.556;20.0;12.317;9.55;17.0;93.0;1.0;0.2;1.0;13.0;16.45;58.417
15/4/19 15:00;0.822;7.087;20.6;12.867;10.217;28.0;84.0;3.0;0.2;1.0;24.0;16.233;56.583
15/4/19 16:00;0.832;7.665;24.417;13.55;10.417;21.0;93.0;1.0;0.2;1.0;17.0;15.767;56.15
15/4/19 17:00;0.79;7.235;18.05;12.35;10.2;25.0;92.0;1.0;0.2;1.0;23.0;15.25;57.533
15/4/19 18:00;0.713;7.5;15.517;11.383;9.467;28.0;92.0;1.0;0.2;1.0;25.0;14.25;58.567
15/4/19 19:00;0.69;8.023;14.35;10.967;9.167;23.0;97.0;1.0;0.2;1.0;18.0;13.75;63.333
15/4/19 20:00;0.634;5.933;13.75;10.85;9.017;21.0;101.0;1.0;0.2;1.0;15.0;13.5;66.833
15/4/19 21:00;0.694;5.512;15.567;11.783;9.65;21.0;100.0;1.0;0.3;1.0;16.0;13.383;72.883
15/4/19 22:00;0.732;5.166;15.617;12.0;9.8;19.0;100.0;1.0;0.2;1.0;13.0;13.217;75.15
15/4/19 23:00;0.741;5.279;16.95;12.35;10.183;17.0;103.0;1.0;0.2;1.0;10.0;13.233;70.933
16/4/19 0:00;0.677;3.624;13.317;10.867;9.0;16.0;101.0;1.0;0.2;1.0;9.0;12.883;72.617
16/4/19 1:00;0.62;4.162;12.5;9.967;8.233;20.0;92.0;1.0;0.2;1.0;13.0;13.117;66.917
16/4/19 2:00;0.602;4.486;13.067;9.85;7.95;17.0;90.0;1.0;0.2;1.0;10.0;13.467;68.7
16/4/19 3:00;0.654;4.993;13.683;10.2;8.033;11.0;95.0;1.0;0.2;1.0;4.0;13.417;71.917
16/4/19 4:00;0.807;8.122;13.033;10.25;7.95;20.0;87.0;1.0;0.2;1.0;14.0;12.883;78.0
16/4/19 5:00;1.043;8.762;13.583;10.183;7.667;22.0;86.0;1.0;0.2;1.0;16.0;13.017;81.317
16/4/19 6:00;1.292;8.713;16.417;11.417;7.9;22.0;89.0;1.0;0.2;1.0;16.0;13.367;83.017
16/4/19 7:00;0.927;7.7;18.467;10.667;7.433;27.0;82.0;1.0;0.2;1.0;21.0;14.433;83.75
16/4/19 8:00;1.037;10.126;19.417;11.133;7.983;35.0;78.0;1.0;0.2;1.0;30.0;15.317;80.1
16/4/19 9:00;0.974;9.656;19.083;10.333;7.333;34.0;78.0;1.0;0.2;1.0;31.0;16.333;75.783
16/4/19 10:00;0.783;10.202;18.117;9.75;6.067;24.0;86.0;1.0;0.3;1.0;20.0;17.083;73.583
16/4/19 11:00;0.96;10.309;16.1;9.167;5.967;31.0;81.0;1.0;0.3;1.0;29.0;17.2;73.1
16/4/19 12:00;0.559;9.949;11.117;6.733;4.7;28.0;87.0;1.0;0.5;1.0;28.0;17.983;64.017
16/4/19 13:00;0.478;6.712;9.217;6.067;4.217;18.0;98.0;1.0;0.4;1.0;16.0;17.55;64.467
16/4/19 14:00;0.514;5.463;8.3;5.617;4.117;15.0;100.0;1.0;0.3;1.0;13.0;17.317;66.183
16/4/19 15:00;0.626;5.758;10.267;6.667;4.867;12.0;106.0;1.0;0.2;1.0;9.0;17.533;70.467
16/4/19 16:00;0.668;6.295;10.65;7.133;5.283;12.0;107.0;1.0;0.3;1.0;9.0;16.4;77.317
16/4/19 17:00;1.194;10.338;12.133;9.783;7.967;11.0;104.0;1.0;0.4;1.0;8.0;15.033;86.95
16/4/19 18:00;0.795;7.717;13.067;10.633;8.5;17.0;96.0;2.0;0.2;1.0;14.0;14.733;88.033
16/4/19 19:00;0.639;6.707;12.483;10.467;8.467;22.0;91.0;1.0;0.2;1.0;17.0;14.6;87.6
16/4/19 20:00;0.618;6.209;11.667;9.9;7.983;44.0;72.0;2.0;0.2;1.0;40.0;14.533;86.75
16/4/19 21:00;0.882;7.438;14.517;12.3;10.083;23.0;88.0;2.0;0.2;1.0;18.0;14.617;86.567
16/4/19 22:00;1.129;9.169;15.233;13.083;10.867;16.0;94.0;1.0;0.2;1.0;10.0;14.467;87.467
16/4/19 23:00;0.983;8.003;16.133;13.667;11.483;15.0;96.0;1.0;0.2;1.0;8.0;14.25;89.9
17/4/19 0:00;0.858;6.652;17.1;15.083;12.983;23.0;84.0;1.0;0.2;1.0;17.0;13.917;91.133
17/4/19 1:00;0.851;6.674;20.667;18.7;16.55;36.0;58.0;1.0;0.2;1.0;31.0;13.7;91.733
17/4/19 2:00;0.85;7.316;22.717;20.7;18.25;37.0;53.0;1.0;0.2;1.0;32.0;13.183;92.367
17/4/19 3:00;0.966;5.595;22.7;20.45;18.017;28.0;54.0;1.0;0.2;1.0;22.0;12.917;91.617
17/4/19 4:00;1.12;8.132;20.583;18.733;16.55;29.0;44.0;1.0;0.2;1.0;23.0;13.067;89.55
17/4/19 5:00;2.01;10.152;20.517;16.933;14.533;24.0;44.0;1.0;0.2;4.0;24.0;13.15;88.417
17/4/19 6:00;4.0;21.566;36.5;27.117;23.15;20.0;53.0;1.0;0.2;2.0;17.0;14.133;87.85
17/4/19 7:00;1.257;10.376;23.983;18.917;16.4;30.0;44.0;1.0;0.2;1.0;24.0;14.117;88.867
17/4/19 8:00;0.923;8.03;14.667;12.15;10.55;50.0;31.0;1.0;0.2;4.0;53.0;14.383;86.567
17/4/19 9:00;0.946;7.353;24.7;16.467;8.433;73.0;9.0;5.0;0.3;57.0;159.0;14.933;81.467
17/4/19 10:00;0.845;7.741;12.45;9.867;8.7;45.0;49.0;2.0;0.2;1.0;43.0;15.583;78.683
17/4/19 11:00;0.866;7.668;10.217;8.183;7.233;29.0;74.0;2.0;0.2;1.0;24.0;16.1;76.267
17/4/19 12:00;0.696;9.36;8.667;6.333;5.35;25.0;81.0;2.0;0.2;1.0;18.0;16.95;72.45
17/4/19 13:00;0.595;15.552;8.95;6.35;4.717;23.0;86.0;2.0;0.2;1.0;17.0;17.633;71.083
17/4/19 14:00;0.855;8.268;10.233;6.767;5.167;23.0;91.0;2.0;0.3;1.0;20.0;18.333;69.1
17/4/19 15:00;0.607;7.921;10.85;6.967;5.333;20.0;95.0;3.0;0.3;1.0;17.0;17.8;72.25
17/4/19 16:00;0.649;8.435;10.717;7.533;5.817;16.0;103.0;2.0;0.3;1.0;12.0;16.883;77.883
17/4/19 17:00;0.894;8.343;10.117;8.033;6.333;17.0;102.0;1.0;0.3;1.0;14.0;15.967;82.967
17/4/19 18:00;0.793;7.586;10.35;8.45;6.667;19.0;99.0;1.0;0.3;1.0;14.0;15.317;87.467
17/4/19 19:00;0.583;6.444;10.333;8.517;6.617;23.0;90.0;1.0;0.3;1.0;18.0;15.083;89.2
1/5/19 0:00;1.443;9.855;14.7;12.6;10.967;68.0;2.0;1.0;0.2;19.0;96.0;7.683;81.983
1/5/19 1:00;0.708;5.23;10.95;8.8;7.183;50.0;11.0;1.0;0.2;3.0;55.0;8.983;78.733
1/5/19 2:00;0.816;5.045;12.7;10.3;8.7;41.0;16.0;1.0;0.2;2.0;44.0;8.967;77.8
1/5/19 3:00;0.801;4.748;12.933;11.067;9.583;14.0;43.0;1.0;0.2;2.0;16.0;8.067;79.3
1/5/19 4:00;0.794;4.536;14.983;12.25;10.75;13.0;43.0;1.0;0.2;1.0;15.0;8.45;73.95
1/5/19 5:00;0.902;5.778;15.933;13.833;12.617;14.0;41.0;1.0;0.2;1.0;15.0;7.867;74.117
1/5/19 6:00;0.91;8.164;16.183;14.533;13.567;9.0;44.0;1.0;0.2;1.0;11.0;7.767;69.55
1/5/19 7:00;0.86;7.588;17.717;15.45;14.433;16.0;35.0;1.0;0.2;1.0;18.0;7.517;67.833
1/5/19 8:00;0.922;8.635;17.933;15.583;14.85;17.0;32.0;1.0;0.2;2.0;18.0;8.567;60.55
1/5/19 9:00;1.064;7.915;18.25;16.217;15.483;16.0;29.0;1.0;0.2;1.0;19.0;9.7;56.917
2/5/19 0:00;0.288;9.417;3.267;2.35;1.733;57.0;15.0;1.0;0.8;19.0;87.0;10.817;62.383
2/5/19 1:00;0.248;7.844;3.067;2.183;1.533;41.0;27.0;1.0;0.7;2.0;44.0;10.817;64.267
2/5/19 4:00;0.598;9.396;4.217;3.133;2.45;33.0;32.0;1.0;0.6;2.0;36.0;11.25;66.033
2/5/19 5:00;0.761;10.255;4.8;3.6;2.867;22.0;44.0;1.0;0.6;5.0;30.0;11.167;65.533
2/5/19 7:00;1.284;20.98;12.183;8.35;7.367;36.0;32.0;1.0;0.7;2.0;38.0;10.55;59.733
2/5/19 8:00;1.098;11.556;11.667;8.55;7.683;45.0;20.0;1.0;0.8;7.0;55.0;11.017;61.067
2/5/19 9:00;1.005;13.095;12.6;9.6;8.633;40.0;22.0;1.0;0.8;12.0;58.0;11.8;58.933
2/5/19 10:00;0.999;11.857;13.367;9.933;8.933;23.0;34.0;2.0;0.7;7.0;34.0;12.633;58.85
2/5/19 11:00;0.875;15.574;16.45;10.583;9.167;17.0;36.0;2.0;0.6;6.0;26.0;14.4;53.75
2/5/19 12:00;1.026;11.014;13.667;9.1;8.067;20.0;32.0;2.0;0.6;8.0;32.0;16.233;49.4
2/5/19 13:00;1.322;15.323;14.7;8.833;7.467;20.0;36.0;3.0;0.6;7.0;31.0;18.317;47.583
2/5/19 14:00;2.082;30.478;22.117;13.517;10.717;21.0;36.0;2.0;0.6;7.0;32.0;17.483;58.217
2/5/19 15:00;1.351;20.446;15.667;9.967;8.65;25.0;39.0;2.0;0.6;8.0;38.0;16.917;60.117
2/5/19 16:00;1.573;21.09;15.683;10.367;9.033;36.0;39.0;1.0;0.6;9.0;50.0;16.233;62.2
2/5/19 17:00;3.215;27.574;17.0;11.467;9.7;35.0;41.0;1.0;0.5;6.0;43.0;14.767;68.217
2/5/19 18:00;3.927;29.182;15.7;11.783;10.183;48.0;31.0;1.0;0.6;4.0;53.0;13.6;78.583
2/5/19 19:00;3.621;29.249;16.467;12.417;10.867;83.0;7.0;1.0;1.0;28.0;125.0;12.967;81.15
2/5/19 20:00;3.394;28.69;16.383;12.983;11.667;93.0;2.0;1.0;1.1;41.0;156.0;12.767;81.683
2/5/19 21:00;3.391;28.215;16.383;12.833;11.483;86.0;1.0;1.0;1.1;47.0;157.0;12.183;83.333
2/5/19 22:00;3.95;23.899;18.467;14.533;12.9;78.0;1.0;1.0;1.0;37.0;135.0;12.183;81.983
2/5/19 23:00;4.169;20.318;18.967;15.233;13.667;77.0;1.0;2.0;1.0;43.0;143.0;12.217;82.45
4/5/19 0:00;0.67;7.23;4.0;2.35;1.35;52.0;27.0;1.0;0.2;2.0;55.0;11.633;64.383
4/5/19 1:00;0.744;6.868;4.2;2.3;1.283;36.0;41.0;1.0;0.2;1.0;42.0;11.55;66.65
4/5/19 2:00;0.651;8.641;3.55;2.55;1.317;20.0;55.0;1.0;0.2;1.0;21.0;11.2;70.233
4/5/19 3:00;1.084;12.322;3.183;2.417;1.233;16.0;58.0;1.0;0.2;1.0;17.0;11.467;72.433
4/5/19 4:00;0.997;11.586;3.1;2.35;1.2;12.0;60.0;1.0;0.2;1.0;13.0;11.15;75.483
4/5/19 5:00;1.668;31.32;5.5;3.833;2.067;22.0;50.0;1.0;0.2;9.0;34.0;10.75;78.833
4/5/19 6:00;4.385;36.791;12.133;7.267;4.233;18.0;56.0;1.0;0.2;1.0;18.0;11.883;76.433
4/5/19 7:00;3.048;22.201;23.367;8.717;5.3;28.0;45.0;1.0;0.2;1.0;28.0;13.4;71.45
4/5/19 8:00;1.126;18.063;17.217;6.867;4.133;78.0;13.0;1.0;0.3;23.0;113.0;14.2;70.667
4/5/19 9:00;2.079;27.968;24.617;10.617;7.35;102.0;4.0;2.0;0.6;85.0;233.0;14.267;71.8
4/5/19 10:00;1.32;17.711;21.9;9.3;5.783;73.0;23.0;1.0;0.5;32.0;122.0;15.067;74.967
4/5/19 11:00;0.573;12.659;34.583;9.317;4.15;41.0;43.0;1.0;0.4;4.0;48.0;15.65;74.533
4/5/19 12:00;0.544;19.152;21.533;7.917;3.667;68.0;25.0;2.0;0.4;15.0;91.0;15.233;80.45
4/5/19 13:00;0.532;15.311;52.033;12.783;4.45;44.0;43.0;1.0;0.2;8.0;55.0;15.533;80.3
4/5/19 14:00;0.552;14.791;13.65;7.583;3.95;16.0;64.0;1.0;0.2;1.0;18.0;15.317;82.333
4/5/19 15:00;0.591;19.361;9.35;6.417;3.383;17.0;62.0;1.0;0.2;2.0;20.0;14.75;84.05
4/5/19 16:00;0.663;12.095;9.883;6.817;3.633;15.0;66.0;1.0;0.2;2.0;17.0;15.017;84.2
4/5/19 17:00;0.802;12.099;11.917;8.383;5.133;17.0;65.0;1.0;0.2;1.0;18.0;14.833;88.717
4/5/19 18:00;0.934;15.248;11.767;8.533;5.617;19.0;63.0;1.0;0.2;1.0;20.0;14.5;90.85
4/5/19 19:00;0.821;12.988;10.317;7.767;5.35;17.0;66.0;1.0;0.2;1.0;18.0;13.833;91.567
4/5/19 20:00;0.733;12.178;10.317;7.467;4.95;17.0;64.0;1.0;0.2;1.0;18.0;13.6;91.4
4/5/19 21:00;2.062;6.212;10.267;7.85;5.3;23.0;60.0;1.0;0.2;1.0;24.0;12.517;91.067
4/5/19 22:00;0.436;4.94;5.233;4.633;3.75;28.0;57.0;1.0;0.2;1.0;28.0;12.05;89.883
4/5/19 23:00;0.506;6.819;5.3;4.783;4.05;24.0;61.0;1.0;0.2;1.0;24.0;12.083;88.0
9/5/19 0:00;0.276;2.722;9.283;7.433;5.75;51.0;26.0;1.0;0.2;11.0;67.0;24.767;86.483
9/5/19 1:00;0.276;2.932;9.5;7.7;5.917;28.0;43.0;1.0;0.2;2.0;32.0;24.767;87.033
9/5/19 2:00;0.662;4.669;13.567;10.467;8.317;7.0;69.0;1.0;0.2;2.0;10.0;24.35;88.083
9/5/19 3:00;0.72;5.451;15.533;10.033;7.633;4.0;70.0;1.0;0.2;2.0;7.0;23.467;80.4
9/5/19 4:00;0.508;4.985;20.167;6.767;4.033;25.0;41.0;1.0;0.2;2.0;28.0;22.883;69.183
9/5/19 5:00;0.902;6.965;19.8;6.117;3.433;20.0;42.0;1.0;0.2;2.0;24.0;22.217;66.783
9/5/19 6:00;0.968;8.357;19.133;5.883;3.15;10.0;54.0;2.0;0.2;2.0;13.0;22.25;66.183
9/5/19 7:00;0.663;7.971;22.083;5.833;2.817;9.0;59.0;2.0;0.2;2.0;13.0;22.35;64.1
9/5/19 8:00;0.655;7.862;20.417;5.783;2.9;18.0;57.0;1.0;0.2;3.0;22.0;23.567;61.567
9/5/19 9:00;1.156;19.141;23.367;6.6;3.383;21.0;54.0;1.0;0.2;3.0;26.0;25.15;58.8
9/5/19 10:00;0.979;14.99;23.6;7.617;4.233;18.0;56.0;2.0;0.2;4.0;25.0;26.45;59.267
9/5/19 11:00;1.009;27.359;20.717;8.467;5.133;13.0;60.0;2.0;0.2;4.0;18.0;27.467;63.9
9/5/19 12:00;0.807;27.945;17.5;7.233;4.067;20.0;58.0;2.0;0.2;3.0;25.0;27.15;64.467
9/5/19 13:00;0.814;19.726;18.533;7.917;4.65;21.0;70.0;2.0;0.2;4.0;27.0;26.817;66.333
9/5/19 14:00;0.71;25.15;16.6;6.6;3.733;21.0;91.0;2.0;0.2;4.0;26.0;26.983;66.4
9/5/19 15:00;0.66;16.114;15.767;6.483;3.4;14.0;99.0;2.0;0.2;3.0;18.0;26.017;70.967
9/5/19 16:00;0.577;12.526;16.417;5.85;2.583;13.0;100.0;2.0;0.2;2.0;16.0;25.25;73.45
9/5/19 17:00;0.765;14.386;17.7;6.367;2.867;10.0;89.0;2.0;0.2;2.0;14.0;24.9;73.75
9/5/19 18:00;0.735;9.325;16.3;6.867;3.567;11.0;79.0;2.0;0.2;2.0;15.0;23.133;76.167
9/5/19 19:00;0.886;9.142;8.85;6.383;4.367;15.0;68.0;2.0;0.2;3.0;19.0;20.933;86.783
9/5/19 20:00;1.292;13.384;8.633;6.233;4.417;21.0;65.0;2.0;0.2;2.0;24.0;22.083;81.883
9/5/19 21:00;1.338;13.517;8.617;6.167;4.25;19.0;58.0;2.0;0.2;2.0;23.0;22.15;82.65
9/5/19 22:00;0.931;12.517;9.483;6.583;4.2;19.0;39.0;1.0;0.2;3.0;23.0;22.533;77.733
9/5/19 23:00;1.254;12.147;10.117;7.2;5.067;34.0;16.0;1.0;0.2;5.0;42.0;22.433;80.133
10/5/19 0:00;1.063;9.924;7.85;5.467;3.617;48.0;38.0;1.0;0.2;4.0;54.0;20.783;82.6
10/5/19 1:00;0.699;7.511;6.133;4.367;2.8;28.0;53.0;1.0;0.2;3.0;32.0;20.517;81.8
10/5/19 2:00;0.572;8.39;5.867;4.25;2.683;42.0;44.0;1.0;0.2;3.0;46.0;20.45;85.817
10/5/19 3:00;0.481;7.035;5.3;3.867;2.4;24.0;62.0;1.0;0.2;2.0;27.0;20.217;89.9
10/5/19 4:00;0.571;7.538;4.05;3.067;1.867;14.0;78.0;1.0;0.2;2.0;17.0;20.2;89.917
10/5/19 5:00;0.653;9.489;4.267;3.2;1.933;12.0;76.0;1.0;0.2;2.0;15.0;20.217;90.3
10/5/19 6:00;0.823;10.495;5.9;4.217;2.433;10.0;73.0;1.0;0.2;2.0;13.0;20.367;91.767
10/5/19 7:00;0.831;8.686;7.85;5.4;2.7;16.0;53.0;1.0;0.2;2.0;19.0;20.917;89.383
10/5/19 8:00;0.657;7.488;8.283;5.667;2.867;21.0;42.0;1.0;0.2;2.0;24.0;21.017;87.883
10/5/19 9:00;0.708;9.266;9.45;5.05;2.433;27.0;35.0;1.0;0.2;3.0;31.0;21.733;84.367
10/5/19 10:00;0.581;9.946;9.267;4.35;2.267;21.0;46.0;1.0;0.2;3.0;25.0;21.9;82.9
10/5/19 11:00;0.418;12.96;8.75;4.05;2.067;16.0;53.0;1.0;0.2;3.0;20.0;22.05;81.467
10/5/19 12:00;0.396;14.441;9.85;4.567;2.283;23.0;45.0;2.0;0.2;6.0;32.0;21.917;81.783
10/5/19 13:00;0.295;13.659;11.55;5.067;2.533;25.0;45.0;2.0;0.2;5.0;33.0;22.067;80.75
10/5/19 14:00;0.363;13.788;10.95;5.533;2.75;13.0;60.0;1.0;0.2;3.0;17.0;22.317;79.633
10/5/19 15:00;0.395;8.662;10.567;6.883;3.333;11.0;64.0;1.0;0.2;2.0;14.0;21.6;82.883
10/5/19 16:00;0.389;8.827;10.667;7.2;3.55;9.0;69.0;2.0;0.2;3.0;13.0;21.317;83.967
10/5/19 17:00;0.605;10.36;10.983;7.4;3.75;9.0;70.0;2.0;0.2;2.0;13.0;20.933;86.033
10/5/19 18:00;0.738;13.184;10.983;7.45;3.8;11.0;67.0;1.0;0.2;2.0;14.0;20.833;86.95
10/5/19 19:00;0.683;17.102;10.8;7.417;3.967;15.0;63.0;2.0;0.2;2.0;17.0;21.05;86.45
10/5/19 20:00;0.585;16.746;10.0;7.017;3.783;22.0;54.0;2.0;0.2;2.0;24.0;20.983;87.017
10/5/19 21:00;1.06;20.66;9.717;7.083;4.267;23.0;53.0;2.0;0.2;2.0;25.0;20.767;88.35
10/5/19 22:00;1.117;16.748;9.117;7.05;4.533;35.0;39.0;1.0;0.2;2.0;38.0;20.433;90.133
10/5/19 23:00;0.613;8.662;8.817;7.083;4.9;30.0;38.0;2.0;0.2;2.0;33.0;19.9;92.433
11/5/19 0:00;0.11;3.439;1.1;0.74;0.48;7.0;70.0;1.0;0.2;1.0;9.0;19.6;61.633
11/5/19 1:00;0.162;4.428;1.317;0.833;0.583;5.0;73.0;1.0;0.2;1.0;7.0;19.317;59.7
11/5/19 2:00;0.169;6.911;1.433;1.017;0.7;9.0;68.0;1.0;0.2;1.0;10.0;18.767;62.283
11/5/19 3:00;0.25;6.504;1.883;1.1;0.7;9.0;67.0;1.0;0.2;1.0;10.0;18.4;62.133
11/5/19 4:00;0.246;3.985;1.367;0.933;0.583;16.0;57.0;1.0;0.2;7.0;26.0;17.867;59.8
11/5/19 5:00;0.146;2.63;1.567;0.867;0.517;20.0;48.0;1.0;0.2;3.0;25.0;16.95;58.35
11/5/19 6:00;0.481;7.844;2.683;1.2;0.7;8.0;64.0;1.0;0.2;1.0;9.0;16.183;60.467
11/5/19 7:00;0.996;12.597;5.933;2.1;1.2;8.0;66.0;1.0;0.2;1.0;10.0;16.05;61.9
11/5/19 8:00;0.82;10.244;8.05;2.3;1.167;26.0;48.0;1.0;0.2;3.0;30.0;16.55;59.117
11/5/19 9:00;0.638;11.45;10.933;2.283;1.083;41.0;34.0;1.0;0.3;11.0;57.0;17.167;55.15
11/5/19 10:00;0.322;12.28;17.033;2.733;0.95;26.0;48.0;1.0;0.2;8.0;38.0;17.567;51.017
11/5/19 11:00;0.913;19.222;33.1;4.45;1.367;19.0;57.0;1.0;0.2;10.0;34.0;17.95;48.25
11/5/19 12:00;0.817;23.638;65.917;7.3;1.383;13.0;66.0;1.0;0.3;6.0;23.0;18.417;46.467
11/5/19 13:00;1.007;19.272;111.783;12.45;2.133;27.0;58.0;1.0;0.3;20.0;57.0;18.933;44.183
11/5/19 14:00;0.395;11.648;27.767;3.7;1.183;18.0;66.0;1.0;0.3;12.0;36.0;18.85;44.85
11/5/19 15:00;1.334;26.752;173.117;16.767;2.667;13.0;71.0;1.0;0.3;8.0;25.0;18.383;45.683
11/5/19 16:00;0.782;13.493;44.267;5.333;1.5;12.0;70.0;1.0;0.3;4.0;17.0;17.867;48.483
11/5/19 17:00;1.119;11.509;83.2;8.733;1.4;35.0;51.0;1.0;0.3;27.0;76.0;17.0;50.2
11/5/19 18:00;0.374;8.212;15.533;2.3;0.767;32.0;47.0;1.0;0.3;12.0;51.0;16.6;53.433
11/5/19 19:00;0.245;7.115;9.917;1.783;0.733;27.0;54.0;1.0;0.3;20.0;57.0;16.117;55.633
11/5/19 20:00;0.303;6.576;44.85;4.75;1.033;12.0;63.0;1.0;0.3;2.0;15.0;15.667;57.617
11/5/19 21:00;0.294;5.756;20.0;3.183;0.9;8.0;65.0;1.0;0.3;2.0;11.0;15.033;60.617
2/6/19 0:00;3.24;15.647;17.117;14.083;12.65;77.0;1.0;2.0;1.0;57.0;164.0;11.633;84.283
2/6/19 1:00;2.0;11.568;12.717;10.95;9.917;75.0;1.0;2.0;1.0;60.0;167.0;11.167;84.967
2/6/19 2:00;1.244;10.475;9.383;7.933;7.05;70.0;1.0;2.0;1.0;44.0;137.0;10.567;86.233
2/6/19 3:00;1.983;11.441;11.7;9.967;8.917;63.0;1.0;1.0;0.8;20.0;93.0;10.633;84.367
2/6/19 4:00;1.488;9.813;12.867;11.467;10.683;58.0;2.0;1.0;0.7;11.0;75.0;11.033;82.683
2/6/19 5:00;1.676;15.941;14.0;12.667;12.05;60.0;1.0;1.0;0.9;25.0;98.0;11.0;83.633
